# Gross electricity production by detailed fuel, TWh (converted from GWh).
# Source: Eurostat, nrg_bal_peh "Production of electricity and derived heat by type of fuel",
#   indicator GEP (gross electricity production). (c) European Union; reuse permitted with attribution.
#   https://ec.europa.eu/eurostat/databrowser/view/nrg_bal_peh
# Trimmed by data/stage-energy-sources.mjs.
entity,year,fuel,subfuel,twh
france,2005,otherren,or-geo,0
france,2005,otherren,or-tidal,0.4809
france,2006,bio,bio-solid,1.247
france,2006,coal,coal-anthr,0
france,2006,coal,coal-bitum,22.889
france,2006,coal,coal-coking,0
france,2006,coal,coal-lignite,0
france,2006,coal,coal-subbit,0
france,2006,otherren,or-geo,0
france,2006,otherren,or-tidal,0.4643
france,2007,bio,bio-solid,1.354
france,2007,coal,coal-anthr,0
france,2007,coal,coal-bitum,24.446
france,2007,coal,coal-coking,0
france,2007,coal,coal-lignite,0
france,2007,coal,coal-subbit,0
france,2007,otherren,or-geo,0
france,2007,otherren,or-tidal,0.4653
france,2008,bio,bio-solid,1.413
france,2008,coal,coal-anthr,0
france,2008,coal,coal-bitum,23.063
france,2008,coal,coal-coking,0
france,2008,coal,coal-lignite,0
france,2008,coal,coal-subbit,0
france,2008,otherren,or-geo,0
france,2008,otherren,or-tidal,0.4651
france,2009,bio,bio-solid,1.235
france,2009,coal,coal-anthr,0
france,2009,coal,coal-bitum,21.667
france,2009,coal,coal-coking,0
france,2009,coal,coal-lignite,0
france,2009,coal,coal-subbit,0
france,2009,otherren,or-geo,0
france,2009,otherren,or-tidal,0.4482
france,2010,bio,bio-solid,1.463
france,2010,coal,coal-anthr,0
france,2010,coal,coal-bitum,23.359
france,2010,coal,coal-coking,0
france,2010,coal,coal-lignite,0
france,2010,coal,coal-subbit,0
france,2010,otherren,or-geo,0
france,2010,otherren,or-tidal,0.4764
france,2011,bio,bio-solid,1.8086
france,2011,coal,coal-anthr,0
france,2011,coal,coal-bitum,17.3945
france,2011,coal,coal-coking,0
france,2011,coal,coal-lignite,0
france,2011,coal,coal-subbit,0
france,2011,otherren,or-geo,0.0622
france,2011,otherren,or-tidal,0.4773
france,2012,bio,bio-solid,1.8528
france,2012,coal,coal-anthr,0
france,2012,coal,coal-bitum,21.4565
france,2012,coal,coal-coking,0
france,2012,coal,coal-lignite,0
france,2012,coal,coal-subbit,0
france,2012,otherren,or-geo,0.0565
france,2012,otherren,or-tidal,0.458
france,2013,bio,bio-solid,2.0118
france,2013,coal,coal-anthr,0
france,2013,coal,coal-bitum,23.8434
france,2013,coal,coal-coking,0
france,2013,coal,coal-lignite,0
france,2013,coal,coal-subbit,0
france,2013,otherren,or-geo,0.0902
france,2013,otherren,or-tidal,0.4136
france,2014,bio,bio-solid,2.3075
france,2014,coal,coal-anthr,0
france,2014,coal,coal-bitum,11.2572
france,2014,coal,coal-coking,0
france,2014,coal,coal-lignite,0
france,2014,coal,coal-subbit,0
france,2014,otherren,or-geo,0.0831
france,2014,otherren,or-tidal,0.4805
france,2015,bio,bio-solid,2.6652
france,2015,coal,coal-anthr,0
france,2015,coal,coal-bitum,11.8945
france,2015,coal,coal-coking,0
france,2015,coal,coal-lignite,0
france,2015,coal,coal-subbit,0
france,2015,otherren,or-geo,0.0919
france,2015,otherren,or-tidal,0.4874
france,2016,bio,bio-solid,3.4077
france,2016,coal,coal-anthr,0
france,2016,coal,coal-bitum,10.2257
france,2016,coal,coal-coking,0
france,2016,coal,coal-lignite,0
france,2016,coal,coal-subbit,0
france,2016,otherren,or-geo,0.0976
france,2016,otherren,or-tidal,0.5005
france,2017,bio,bio-solid,3.4622
france,2017,coal,coal-anthr,0
france,2017,coal,coal-bitum,12.8134
france,2017,coal,coal-coking,0
france,2017,coal,coal-lignite,0
france,2017,coal,coal-subbit,0
france,2017,otherren,or-geo,0.1331
france,2017,otherren,or-tidal,0.5217
france,2018,bio,bio-solid,3.8061
france,2018,coal,coal-anthr,0
france,2018,coal,coal-bitum,8.3095
france,2018,coal,coal-coking,0
france,2018,coal,coal-lignite,0
france,2018,coal,coal-subbit,0
france,2018,otherren,or-geo,0.127
france,2018,otherren,or-tidal,0.4799
france,2019,bio,bio-solid,3.8817
france,2019,coal,coal-anthr,0
france,2019,coal,coal-bitum,3.6373
france,2019,coal,coal-coking,0
france,2019,coal,coal-lignite,0
france,2019,coal,coal-subbit,0
france,2019,otherren,or-geo,0.1285
france,2019,otherren,or-tidal,0.479
france,2020,bio,bio-solid,3.8545
france,2020,coal,coal-anthr,0
france,2020,coal,coal-bitum,3.0864
france,2020,coal,coal-coking,0
france,2020,coal,coal-lignite,0
france,2020,coal,coal-subbit,0
france,2020,otherren,or-geo,0.1332
france,2020,otherren,or-tidal,0.4818
france,2021,bio,bio-solid,4.4233
france,2021,coal,coal-anthr,0
france,2021,coal,coal-bitum,5.4428
france,2021,coal,coal-coking,0
france,2021,coal,coal-lignite,0
france,2021,coal,coal-subbit,0
france,2021,otherren,or-geo,0.1003
france,2021,otherren,or-tidal,0.4838
france,2022,bio,bio-solid,4.5471
france,2022,coal,coal-anthr,0
france,2022,coal,coal-bitum,4.1634
france,2022,coal,coal-coking,0
france,2022,coal,coal-lignite,0
france,2022,coal,coal-subbit,0
france,2022,otherren,or-geo,0.1136
france,2022,otherren,or-tidal,0.4905
france,2023,bio,bio-solid,4.7421
france,2023,coal,coal-anthr,0
france,2023,coal,coal-bitum,1.6105
france,2023,coal,coal-coking,0
france,2023,coal,coal-lignite,0
france,2023,coal,coal-subbit,0
france,2023,otherren,or-geo,0.1288
france,2023,otherren,or-tidal,0.4493
france,2024,bio,bio-solid,5.303
france,2024,coal,coal-anthr,0
france,2024,coal,coal-bitum,1.0206
france,2024,coal,coal-coking,0
france,2024,coal,coal-lignite,0
france,2024,coal,coal-subbit,0
france,2024,otherren,or-geo,0.1096
france,2024,otherren,or-tidal,0.4588
germany,1990,bio,bio-solid,0.129
germany,1990,coal,coal-anthr,0
germany,1990,coal,coal-bitum,88.304
germany,1990,coal,coal-coking,52.696
germany,1990,coal,coal-lignite,168.006
germany,1990,coal,coal-subbit,0
germany,1990,otherren,or-geo,0
germany,1990,otherren,or-tidal,0
germany,1991,bio,bio-solid,0.263
germany,1991,coal,coal-anthr,0
germany,1991,coal,coal-bitum,95.06
germany,1991,coal,coal-coking,54.763
germany,1991,coal,coal-lignite,157.399
germany,1991,coal,coal-subbit,0
germany,1991,otherren,or-geo,0
germany,1991,otherren,or-tidal,0
germany,1992,bio,bio-solid,0.467
germany,1992,coal,coal-anthr,0
germany,1992,coal,coal-bitum,92.77
germany,1992,coal,coal-coking,49.124
germany,1992,coal,coal-lignite,152.509
germany,1992,coal,coal-subbit,0
germany,1992,otherren,or-geo,0
germany,1992,otherren,or-tidal,0
germany,1993,bio,bio-solid,0.419
germany,1993,coal,coal-anthr,0
germany,1993,coal,coal-bitum,90.734
germany,1993,coal,coal-coking,55.444
germany,1993,coal,coal-lignite,146.451
germany,1993,coal,coal-subbit,0
germany,1993,otherren,or-geo,0
germany,1993,otherren,or-tidal,0
germany,1994,bio,bio-solid,0.415
germany,1994,coal,coal-anthr,0
germany,1994,coal,coal-bitum,85.531
germany,1994,coal,coal-coking,59.097
germany,1994,coal,coal-lignite,144.866
germany,1994,coal,coal-subbit,0
germany,1994,otherren,or-geo,0
germany,1994,otherren,or-tidal,0
germany,1995,bio,bio-solid,0.496
germany,1995,coal,coal-anthr,0
germany,1995,coal,coal-bitum,87.949
germany,1995,coal,coal-coking,59.159
germany,1995,coal,coal-lignite,141.436
germany,1995,coal,coal-subbit,0
germany,1995,otherren,or-geo,0
germany,1995,otherren,or-tidal,0
germany,1996,bio,bio-solid,0.569
germany,1996,coal,coal-anthr,0
germany,1996,coal,coal-bitum,102.136
germany,1996,coal,coal-coking,50.551
germany,1996,coal,coal-lignite,142.978
germany,1996,coal,coal-subbit,0
germany,1996,otherren,or-geo,0
germany,1996,otherren,or-tidal,0
germany,1997,bio,bio-solid,0.505
germany,1997,coal,coal-anthr,0
germany,1997,coal,coal-bitum,95.248
germany,1997,coal,coal-coking,47.855
germany,1997,coal,coal-lignite,140.985
germany,1997,coal,coal-subbit,0
germany,1997,otherren,or-geo,0
germany,1997,otherren,or-tidal,0
germany,1998,bio,bio-solid,0.677
germany,1998,coal,coal-anthr,0
germany,1998,coal,coal-bitum,107.061
germany,1998,coal,coal-coking,46.376
germany,1998,coal,coal-lignite,138.492
germany,1998,coal,coal-subbit,0
germany,1998,otherren,or-geo,0
germany,1998,otherren,or-tidal,0
germany,1999,bio,bio-solid,0.823
germany,1999,coal,coal-anthr,0
germany,1999,coal,coal-bitum,97.756
germany,1999,coal,coal-coking,45.327
germany,1999,coal,coal-lignite,137.884
germany,1999,coal,coal-subbit,0
germany,1999,otherren,or-geo,0
germany,1999,otherren,or-tidal,0
germany,2000,bio,bio-solid,0.804
germany,2000,coal,coal-anthr,0
germany,2000,coal,coal-bitum,105.29
germany,2000,coal,coal-coking,37.874
germany,2000,coal,coal-lignite,153.211
germany,2000,coal,coal-subbit,0
germany,2000,otherren,or-geo,0
germany,2000,otherren,or-tidal,0
germany,2001,bio,bio-solid,0.639
germany,2001,coal,coal-anthr,0
germany,2001,coal,coal-bitum,103.857
germany,2001,coal,coal-coking,35.142
germany,2001,coal,coal-lignite,154.477
germany,2001,coal,coal-subbit,0
germany,2001,otherren,or-geo,0
germany,2001,otherren,or-tidal,0
germany,2002,bio,bio-solid,0.543
germany,2002,coal,coal-anthr,0
germany,2002,coal,coal-bitum,96.713
germany,2002,coal,coal-coking,37.016
germany,2002,coal,coal-lignite,165.589
germany,2002,coal,coal-subbit,0
germany,2002,otherren,or-geo,0
germany,2002,otherren,or-tidal,0
germany,2003,bio,bio-solid,3.392
germany,2003,coal,coal-anthr,7.249
germany,2003,coal,coal-bitum,99
germany,2003,coal,coal-coking,40.208
germany,2003,coal,coal-lignite,156.581
germany,2003,coal,coal-subbit,0
germany,2003,otherren,or-geo,0
germany,2003,otherren,or-tidal,0
germany,2004,bio,bio-solid,5.161
germany,2004,coal,coal-anthr,7.918
germany,2004,coal,coal-bitum,91.746
germany,2004,coal,coal-coking,41.102
germany,2004,coal,coal-lignite,156.694
germany,2004,coal,coal-subbit,0
germany,2004,otherren,or-geo,0
germany,2004,otherren,or-tidal,0
germany,2005,bio,bio-solid,7.479
germany,2005,coal,coal-anthr,7.155
germany,2005,coal,coal-bitum,89.834
germany,2005,coal,coal-coking,37.092
germany,2005,coal,coal-lignite,152.583
germany,2005,coal,coal-subbit,0
germany,2005,otherren,or-geo,0
germany,2005,otherren,or-tidal,0
germany,2006,bio,bio-solid,8.82
germany,2006,coal,coal-anthr,5.927
germany,2006,coal,coal-bitum,97.531
germany,2006,coal,coal-coking,34.406
germany,2006,coal,coal-lignite,149.588
germany,2006,coal,coal-subbit,0
germany,2006,otherren,or-geo,0
germany,2006,otherren,or-tidal,0
germany,2007,bio,bio-solid,8.699
germany,2007,coal,coal-anthr,7.321
germany,2007,coal,coal-bitum,96.999
germany,2007,coal,coal-coking,37.724
germany,2007,coal,coal-lignite,153.136
germany,2007,coal,coal-subbit,0
germany,2007,otherren,or-geo,0
germany,2007,otherren,or-tidal,0
germany,2008,bio,bio-solid,9.296
germany,2008,coal,coal-anthr,7.832
germany,2008,coal,coal-bitum,87.247
germany,2008,coal,coal-coking,29.509
germany,2008,coal,coal-lignite,148.744
germany,2008,coal,coal-subbit,0
germany,2008,otherren,or-geo,0.018
germany,2008,otherren,or-tidal,0
germany,2009,bio,bio-solid,9.746
germany,2009,coal,coal-anthr,6.703
germany,2009,coal,coal-bitum,80.312
germany,2009,coal,coal-coking,20.843
germany,2009,coal,coal-lignite,144.16
germany,2009,coal,coal-subbit,0
germany,2009,otherren,or-geo,0.019
germany,2009,otherren,or-tidal,0
germany,2010,bio,bio-solid,10.351
germany,2010,coal,coal-anthr,6.409
germany,2010,coal,coal-bitum,94.551
germany,2010,coal,coal-coking,16.064
germany,2010,coal,coal-lignite,144.509
germany,2010,coal,coal-subbit,0
germany,2010,otherren,or-geo,0.028
germany,2010,otherren,or-tidal,0
germany,2011,bio,bio-solid,10.516
germany,2011,coal,coal-anthr,7.131
germany,2011,coal,coal-bitum,86.855
germany,2011,coal,coal-coking,18.409
germany,2011,coal,coal-lignite,148.465
germany,2011,coal,coal-subbit,0
germany,2011,otherren,or-geo,0.019
germany,2011,otherren,or-tidal,0
germany,2012,bio,bio-solid,10.693
germany,2012,coal,coal-anthr,6.739
germany,2012,coal,coal-bitum,85.675
germany,2012,coal,coal-coking,23.975
germany,2012,coal,coal-lignite,158.099
germany,2012,coal,coal-subbit,0
germany,2012,otherren,or-geo,0.025
germany,2012,otherren,or-tidal,0
germany,2013,bio,bio-solid,10.555
germany,2013,coal,coal-anthr,5.913
germany,2013,coal,coal-bitum,116.185
germany,2013,coal,coal-coking,5.184
germany,2013,coal,coal-lignite,159.055
germany,2013,coal,coal-subbit,0
germany,2013,otherren,or-geo,0.08
germany,2013,otherren,or-tidal,0
germany,2014,bio,bio-solid,10.798
germany,2014,coal,coal-anthr,6.766
germany,2014,coal,coal-bitum,102.566
germany,2014,coal,coal-coking,9.261
germany,2014,coal,coal-lignite,154.205
germany,2014,coal,coal-subbit,0
germany,2014,otherren,or-geo,0.098
germany,2014,otherren,or-tidal,0
germany,2015,bio,bio-solid,11.034
germany,2015,coal,coal-anthr,7.31
germany,2015,coal,coal-bitum,109.549
germany,2015,coal,coal-coking,0.878
germany,2015,coal,coal-lignite,152.679
germany,2015,coal,coal-subbit,0
germany,2015,otherren,or-geo,0.133
germany,2015,otherren,or-tidal,0
germany,2016,bio,bio-solid,10.798
germany,2016,coal,coal-anthr,1.647
germany,2016,coal,coal-bitum,102.037
germany,2016,coal,coal-coking,8.521
germany,2016,coal,coal-lignite,147.898
germany,2016,coal,coal-subbit,0
germany,2016,otherren,or-geo,0.175
germany,2016,otherren,or-tidal,0
germany,2017,bio,bio-solid,10.644
germany,2017,coal,coal-anthr,1.748
germany,2017,coal,coal-bitum,80.156
germany,2017,coal,coal-coking,10.985
germany,2017,coal,coal-lignite,146.918
germany,2017,coal,coal-subbit,0
germany,2017,otherren,or-geo,0.163
germany,2017,otherren,or-tidal,0
germany,2018,bio,bio-solid,11.068
germany,2018,coal,coal-anthr,3.013
germany,2018,coal,coal-bitum,70.772
germany,2018,coal,coal-coking,8.782
germany,2018,coal,coal-lignite,144.048
germany,2018,coal,coal-subbit,0
germany,2018,otherren,or-geo,0.178
germany,2018,otherren,or-tidal,0
germany,2019,bio,bio-solid,11.039
germany,2019,coal,coal-anthr,0.5
germany,2019,coal,coal-bitum,56.973
germany,2019,coal,coal-coking,0
germany,2019,coal,coal-lignite,112.614
germany,2019,coal,coal-subbit,0
germany,2019,otherren,or-geo,0.197
germany,2019,otherren,or-tidal,0
germany,2020,bio,bio-solid,11.306
germany,2020,coal,coal-anthr,0.488
germany,2020,coal,coal-bitum,42.35
germany,2020,coal,coal-coking,0
germany,2020,coal,coal-lignite,90.724
germany,2020,coal,coal-subbit,0
germany,2020,otherren,or-geo,0.231
germany,2020,otherren,or-tidal,0
germany,2021,bio,bio-solid,10.738
germany,2021,coal,coal-anthr,0.544
germany,2021,coal,coal-bitum,54.004
germany,2021,coal,coal-coking,0
germany,2021,coal,coal-lignite,109.147
germany,2021,coal,coal-subbit,0
germany,2021,otherren,or-geo,0.244
germany,2021,otherren,or-tidal,0
germany,2022,bio,bio-solid,10.663
germany,2022,coal,coal-anthr,0.537
germany,2022,coal,coal-bitum,60.961
germany,2022,coal,coal-coking,2.196
germany,2022,coal,coal-lignite,115.352
germany,2022,coal,coal-subbit,0
germany,2022,otherren,or-geo,0.206
germany,2022,otherren,or-tidal,0
germany,2023,bio,bio-solid,11.117
germany,2023,coal,coal-anthr,0.264
germany,2023,coal,coal-bitum,35.561
germany,2023,coal,coal-coking,2.681
germany,2023,coal,coal-lignite,85.796
germany,2023,coal,coal-subbit,0
germany,2023,otherren,or-geo,0.195
germany,2023,otherren,or-tidal,0
germany,2024,bio,bio-solid,10.803
germany,2024,coal,coal-anthr,0.229
germany,2024,coal,coal-bitum,26.155
germany,2024,coal,coal-coking,1.062
germany,2024,coal,coal-lignite,78.504
germany,2024,coal,coal-subbit,0
germany,2024,otherren,or-geo,0.215
germany,2024,otherren,or-tidal,0
greece,1990,bio,bio-solid,0
greece,1990,coal,coal-anthr,0
greece,1990,coal,coal-bitum,0
greece,1990,coal,coal-coking,0
greece,1990,coal,coal-lignite,25.166
greece,1990,coal,coal-subbit,0
greece,1990,otherren,or-geo,0
greece,1990,otherren,or-tidal,0
greece,1991,bio,bio-solid,0
greece,1991,coal,coal-anthr,0
greece,1991,coal,coal-bitum,0.133
greece,1991,coal,coal-coking,0
greece,1991,coal,coal-lignite,23.569
greece,1991,coal,coal-subbit,0
greece,1991,otherren,or-geo,0
greece,1991,otherren,or-tidal,0
greece,1992,bio,bio-solid,0.001
greece,1992,coal,coal-anthr,0
greece,1992,coal,coal-bitum,1.338
greece,1992,coal,coal-coking,0
greece,1992,coal,coal-lignite,25.274
greece,1992,coal,coal-subbit,0
greece,1992,otherren,or-geo,0
greece,1992,otherren,or-tidal,0
greece,1993,bio,bio-solid,0.001
greece,1993,coal,coal-anthr,0
greece,1993,coal,coal-bitum,0.214
greece,1993,coal,coal-coking,0
greece,1993,coal,coal-lignite,27.581
greece,1993,coal,coal-subbit,0
greece,1993,otherren,or-geo,0
greece,1993,otherren,or-tidal,0
greece,1994,bio,bio-solid,0.001
greece,1994,coal,coal-anthr,0
greece,1994,coal,coal-bitum,0.146
greece,1994,coal,coal-coking,0
greece,1994,coal,coal-lignite,29.368
greece,1994,coal,coal-subbit,0
greece,1994,otherren,or-geo,0
greece,1994,otherren,or-tidal,0
greece,1995,bio,bio-solid,0.001
greece,1995,coal,coal-anthr,0
greece,1995,coal,coal-bitum,0.266
greece,1995,coal,coal-coking,0
greece,1995,coal,coal-lignite,28.379
greece,1995,coal,coal-subbit,0
greece,1995,otherren,or-geo,0
greece,1995,otherren,or-tidal,0
greece,1996,bio,bio-solid,0
greece,1996,coal,coal-anthr,0
greece,1996,coal,coal-bitum,0.438
greece,1996,coal,coal-coking,0
greece,1996,coal,coal-lignite,28.813
greece,1996,coal,coal-subbit,0
greece,1996,otherren,or-geo,0
greece,1996,otherren,or-tidal,0
greece,1997,bio,bio-solid,0
greece,1997,coal,coal-anthr,0
greece,1997,coal,coal-bitum,0.282
greece,1997,coal,coal-coking,0
greece,1997,coal,coal-lignite,30.298
greece,1997,coal,coal-subbit,0
greece,1997,otherren,or-geo,0
greece,1997,otherren,or-tidal,0
greece,1998,bio,bio-solid,0
greece,1998,coal,coal-anthr,0
greece,1998,coal,coal-bitum,0.045
greece,1998,coal,coal-coking,0
greece,1998,coal,coal-lignite,32.362
greece,1998,coal,coal-subbit,0
greece,1998,otherren,or-geo,0
greece,1998,otherren,or-tidal,0
greece,1999,bio,bio-solid,0
greece,1999,coal,coal-anthr,0
greece,1999,coal,coal-bitum,0.012
greece,1999,coal,coal-coking,0
greece,1999,coal,coal-lignite,32.333
greece,1999,coal,coal-subbit,0
greece,1999,otherren,or-geo,0
greece,1999,otherren,or-tidal,0
greece,2000,bio,bio-solid,0
greece,2000,coal,coal-anthr,0
greece,2000,coal,coal-bitum,0.014
greece,2000,coal,coal-coking,0
greece,2000,coal,coal-lignite,34.277
greece,2000,coal,coal-subbit,0
greece,2000,otherren,or-geo,0
greece,2000,otherren,or-tidal,0
greece,2001,bio,bio-solid,0
greece,2001,coal,coal-anthr,0
greece,2001,coal,coal-bitum,0.006
greece,2001,coal,coal-coking,0
greece,2001,coal,coal-lignite,35.405
greece,2001,coal,coal-subbit,0
greece,2001,otherren,or-geo,0
greece,2001,otherren,or-tidal,0
greece,2002,bio,bio-solid,0
greece,2002,coal,coal-anthr,0
greece,2002,coal,coal-bitum,0.02
greece,2002,coal,coal-coking,0
greece,2002,coal,coal-lignite,34.533
greece,2002,coal,coal-subbit,0
greece,2002,otherren,or-geo,0
greece,2002,otherren,or-tidal,0
greece,2003,bio,bio-solid,0
greece,2003,coal,coal-anthr,0
greece,2003,coal,coal-bitum,0.078
greece,2003,coal,coal-coking,0
greece,2003,coal,coal-lignite,35.077
greece,2003,coal,coal-subbit,0
greece,2003,otherren,or-geo,0
greece,2003,otherren,or-tidal,0
greece,2004,bio,bio-solid,0
greece,2004,coal,coal-anthr,0
greece,2004,coal,coal-bitum,0
greece,2004,coal,coal-coking,0
greece,2004,coal,coal-lignite,35.366
greece,2004,coal,coal-subbit,0
greece,2004,otherren,or-geo,0
greece,2004,otherren,or-tidal,0
greece,2005,bio,bio-solid,0
greece,2005,coal,coal-anthr,0
greece,2005,coal,coal-bitum,0
greece,2005,coal,coal-coking,0
greece,2005,coal,coal-lignite,35.534
greece,2005,coal,coal-subbit,0
greece,2005,otherren,or-geo,0
greece,2005,otherren,or-tidal,0
greece,2006,bio,bio-solid,0
greece,2006,coal,coal-anthr,0
greece,2006,coal,coal-bitum,0
greece,2006,coal,coal-coking,0
greece,2006,coal,coal-lignite,32.255
greece,2006,coal,coal-subbit,0
greece,2006,otherren,or-geo,0
greece,2006,otherren,or-tidal,0
greece,2007,bio,bio-solid,0
greece,2007,coal,coal-anthr,0
greece,2007,coal,coal-bitum,0
greece,2007,coal,coal-coking,0
greece,2007,coal,coal-lignite,34.676
greece,2007,coal,coal-subbit,0
greece,2007,otherren,or-geo,0
greece,2007,otherren,or-tidal,0
greece,2008,bio,bio-solid,0
greece,2008,coal,coal-anthr,0
greece,2008,coal,coal-bitum,0
greece,2008,coal,coal-coking,0
greece,2008,coal,coal-lignite,33.356
greece,2008,coal,coal-subbit,0
greece,2008,otherren,or-geo,0
greece,2008,otherren,or-tidal,0
greece,2009,bio,bio-solid,0
greece,2009,coal,coal-anthr,0
greece,2009,coal,coal-bitum,0.039
greece,2009,coal,coal-coking,0
greece,2009,coal,coal-lignite,34.149
greece,2009,coal,coal-subbit,0
greece,2009,otherren,or-geo,0
greece,2009,otherren,or-tidal,0
greece,2010,bio,bio-solid,0
greece,2010,coal,coal-anthr,0
greece,2010,coal,coal-bitum,0.431
greece,2010,coal,coal-coking,0
greece,2010,coal,coal-lignite,30.366
greece,2010,coal,coal-subbit,0
greece,2010,otherren,or-geo,0
greece,2010,otherren,or-tidal,0
greece,2011,bio,bio-solid,0
greece,2011,coal,coal-anthr,0
greece,2011,coal,coal-bitum,0.076
greece,2011,coal,coal-coking,0
greece,2011,coal,coal-lignite,30.987
greece,2011,coal,coal-subbit,0
greece,2011,otherren,or-geo,0
greece,2011,otherren,or-tidal,0
greece,2012,bio,bio-solid,0
greece,2012,coal,coal-anthr,0
greece,2012,coal,coal-bitum,0.005
greece,2012,coal,coal-coking,0
greece,2012,coal,coal-lignite,31.114
greece,2012,coal,coal-subbit,0
greece,2012,otherren,or-geo,0
greece,2012,otherren,or-tidal,0
greece,2013,bio,bio-solid,0
greece,2013,coal,coal-anthr,0
greece,2013,coal,coal-bitum,0.003
greece,2013,coal,coal-coking,0
greece,2013,coal,coal-lignite,26.403
greece,2013,coal,coal-subbit,0
greece,2013,otherren,or-geo,0
greece,2013,otherren,or-tidal,0
greece,2014,bio,bio-solid,0
greece,2014,coal,coal-anthr,0
greece,2014,coal,coal-bitum,0
greece,2014,coal,coal-coking,0
greece,2014,coal,coal-lignite,25.746
greece,2014,coal,coal-subbit,0
greece,2014,otherren,or-geo,0
greece,2014,otherren,or-tidal,0
greece,2015,bio,bio-solid,0.0011
greece,2015,coal,coal-anthr,0
greece,2015,coal,coal-bitum,0
greece,2015,coal,coal-coking,0
greece,2015,coal,coal-lignite,22.107
greece,2015,coal,coal-subbit,0
greece,2015,otherren,or-geo,0
greece,2015,otherren,or-tidal,0
greece,2016,bio,bio-solid,0.0046
greece,2016,coal,coal-anthr,0
greece,2016,coal,coal-bitum,0
greece,2016,coal,coal-coking,0
greece,2016,coal,coal-lignite,18.883
greece,2016,coal,coal-subbit,0
greece,2016,otherren,or-geo,0
greece,2016,otherren,or-tidal,0
greece,2017,bio,bio-solid,0.0098
greece,2017,coal,coal-anthr,0
greece,2017,coal,coal-bitum,0
greece,2017,coal,coal-coking,0
greece,2017,coal,coal-lignite,18.765
greece,2017,coal,coal-subbit,0
greece,2017,otherren,or-geo,0
greece,2017,otherren,or-tidal,0
greece,2018,bio,bio-solid,0.0119
greece,2018,coal,coal-anthr,0
greece,2018,coal,coal-bitum,0
greece,2018,coal,coal-coking,0
greece,2018,coal,coal-lignite,17.1852
greece,2018,coal,coal-subbit,0
greece,2018,otherren,or-geo,0
greece,2018,otherren,or-tidal,0
greece,2019,bio,bio-solid,0.0245
greece,2019,coal,coal-anthr,0
greece,2019,coal,coal-bitum,0
greece,2019,coal,coal-coking,0
greece,2019,coal,coal-lignite,12.1236
greece,2019,coal,coal-subbit,0
greece,2019,otherren,or-geo,0
greece,2019,otherren,or-tidal,0
greece,2020,bio,bio-solid,0.0497
greece,2020,coal,coal-anthr,0
greece,2020,coal,coal-bitum,0
greece,2020,coal,coal-coking,0
greece,2020,coal,coal-lignite,6.605
greece,2020,coal,coal-subbit,0
greece,2020,otherren,or-geo,0
greece,2020,otherren,or-tidal,0
greece,2021,bio,bio-solid,0.0424
greece,2021,coal,coal-anthr,0
greece,2021,coal,coal-bitum,0
greece,2021,coal,coal-coking,0
greece,2021,coal,coal-lignite,5.3178
greece,2021,coal,coal-subbit,0
greece,2021,otherren,or-geo,0
greece,2021,otherren,or-tidal,0
greece,2022,bio,bio-solid,0.0518
greece,2022,coal,coal-anthr,0
greece,2022,coal,coal-bitum,0
greece,2022,coal,coal-coking,0
greece,2022,coal,coal-lignite,5.7568
greece,2022,coal,coal-subbit,0
greece,2022,otherren,or-geo,0
greece,2022,otherren,or-tidal,0
greece,2023,bio,bio-solid,0.0547
greece,2023,coal,coal-anthr,0
greece,2023,coal,coal-bitum,0
greece,2023,coal,coal-coking,0
greece,2023,coal,coal-lignite,4.5906
greece,2023,coal,coal-subbit,0
greece,2023,otherren,or-geo,0
greece,2023,otherren,or-tidal,0
greece,2024,bio,bio-solid,0.0666
greece,2024,coal,coal-anthr,0
greece,2024,coal,coal-bitum,0
greece,2024,coal,coal-coking,0
greece,2024,coal,coal-lignite,3.2695
greece,2024,coal,coal-subbit,0
greece,2024,otherren,or-geo,0
greece,2024,otherren,or-tidal,0
italy,1990,bio,bio-solid,0.012
italy,1990,coal,coal-anthr,0
italy,1990,coal,coal-bitum,30.875
italy,1990,coal,coal-coking,0
italy,1990,coal,coal-lignite,1.172
italy,1990,coal,coal-subbit,0
italy,1990,otherren,or-geo,3.222
italy,1990,otherren,or-tidal,0
italy,1991,bio,bio-solid,0.01
italy,1991,coal,coal-anthr,0
italy,1991,coal,coal-bitum,27.504
italy,1991,coal,coal-coking,0
italy,1991,coal,coal-lignite,1.003
italy,1991,coal,coal-subbit,0
italy,1991,otherren,or-geo,3.182
italy,1991,otherren,or-tidal,0
italy,1992,bio,bio-solid,0.005
italy,1992,coal,coal-anthr,0
italy,1992,coal,coal-bitum,20.466
italy,1992,coal,coal-coking,0
italy,1992,coal,coal-lignite,0.888
italy,1992,coal,coal-subbit,0
italy,1992,otherren,or-geo,3.459
italy,1992,otherren,or-tidal,0
italy,1993,bio,bio-solid,0.019
italy,1993,coal,coal-anthr,0
italy,1993,coal,coal-bitum,15.942
italy,1993,coal,coal-coking,0
italy,1993,coal,coal-lignite,0.717
italy,1993,coal,coal-subbit,0
italy,1993,otherren,or-geo,3.667
italy,1993,otherren,or-tidal,0
italy,1994,bio,bio-solid,0.018
italy,1994,coal,coal-anthr,0
italy,1994,coal,coal-bitum,19.577
italy,1994,coal,coal-coking,0
italy,1994,coal,coal-lignite,0.279
