# Gross electricity production by detailed fuel, TWh (converted from GWh).
# Source: Eurostat, nrg_bal_peh "Production of electricity and derived heat by type of fuel",
#   indicator GEP (gross electricity production). (c) European Union; reuse permitted with attribution.
#   https://ec.europa.eu/eurostat/databrowser/view/nrg_bal_peh
# Trimmed by data/stage-energy-sources.mjs.
entity,year,fuel,subfuel,twh
poland,2017,otherren,or-tidal,0
poland,2018,bio,bio-solid,5.3332
poland,2018,coal,coal-anthr,0
poland,2018,coal,coal-bitum,81.2106
poland,2018,coal,coal-coking,0.0229
poland,2018,coal,coal-lignite,49.3294
poland,2018,coal,coal-subbit,0
poland,2018,otherren,or-geo,0
poland,2018,otherren,or-tidal,0
poland,2019,bio,bio-solid,6.4412
poland,2019,coal,coal-anthr,0
poland,2019,coal,coal-bitum,75.946
poland,2019,coal,coal-coking,0.0126
poland,2019,coal,coal-lignite,42.185
poland,2019,coal,coal-subbit,0
poland,2019,otherren,or-geo,0
poland,2019,otherren,or-tidal,0
poland,2020,bio,bio-solid,6.9328
poland,2020,coal,coal-anthr,0
poland,2020,coal,coal-bitum,69.169
poland,2020,coal,coal-coking,0.0811
poland,2020,coal,coal-lignite,38.1477
poland,2020,coal,coal-subbit,0
poland,2020,otherren,or-geo,0
poland,2020,otherren,or-tidal,0
poland,2021,bio,bio-solid,6.3984
poland,2021,coal,coal-anthr,0
poland,2021,coal,coal-bitum,81.0662
poland,2021,coal,coal-coking,0.0641
poland,2021,coal,coal-lignite,46.4415
poland,2021,coal,coal-subbit,0
poland,2021,otherren,or-geo,0
poland,2021,otherren,or-tidal,0
poland,2022,bio,bio-solid,5.9341
poland,2022,coal,coal-anthr,0
poland,2022,coal,coal-bitum,76.8905
poland,2022,coal,coal-coking,0.0517
poland,2022,coal,coal-lignite,47.7851
poland,2022,coal,coal-subbit,0
poland,2022,otherren,or-geo,0
poland,2022,otherren,or-tidal,0
poland,2023,bio,bio-solid,6.3742
poland,2023,coal,coal-anthr,0
poland,2023,coal,coal-bitum,63.8113
poland,2023,coal,coal-coking,0.06
poland,2023,coal,coal-lignite,34.9773
poland,2023,coal,coal-subbit,0
poland,2023,otherren,or-geo,0
poland,2023,otherren,or-tidal,0
poland,2024,bio,bio-solid,5.9563
poland,2024,coal,coal-anthr,0
poland,2024,coal,coal-bitum,57.1361
poland,2024,coal,coal-coking,0.04
poland,2024,coal,coal-lignite,36.32
poland,2024,coal,coal-subbit,0
poland,2024,otherren,or-geo,0
poland,2024,otherren,or-tidal,0
spain,1990,bio,bio-solid,0.462
spain,1990,coal,coal-anthr,0
spain,1990,coal,coal-bitum,42.629
spain,1990,coal,coal-coking,0
spain,1990,coal,coal-lignite,11.794
spain,1990,coal,coal-subbit,5.052
spain,1990,otherren,or-geo,0
spain,1990,otherren,or-tidal,0
spain,1991,bio,bio-solid,0.462
spain,1991,coal,coal-anthr,0
spain,1991,coal,coal-bitum,42.694
spain,1991,coal,coal-coking,0
spain,1991,coal,coal-lignite,10.745
spain,1991,coal,coal-subbit,5.354
spain,1991,otherren,or-geo,0
spain,1991,otherren,or-tidal,0
spain,1992,bio,bio-solid,0.478
spain,1992,coal,coal-anthr,0
spain,1992,coal,coal-bitum,48.22
spain,1992,coal,coal-coking,0
spain,1992,coal,coal-lignite,10.423
spain,1992,coal,coal-subbit,5.579
spain,1992,otherren,or-geo,0
spain,1992,otherren,or-tidal,0
spain,1993,bio,bio-solid,0.482
spain,1993,coal,coal-anthr,0
spain,1993,coal,coal-bitum,46.536
spain,1993,coal,coal-coking,0
spain,1993,coal,coal-lignite,10.077
spain,1993,coal,coal-subbit,5.8
spain,1993,otherren,or-geo,0
spain,1993,otherren,or-tidal,0
spain,1994,bio,bio-solid,0.49
spain,1994,coal,coal-anthr,0
spain,1994,coal,coal-bitum,47.423
spain,1994,coal,coal-coking,0
spain,1994,coal,coal-lignite,8.23
spain,1994,coal,coal-subbit,5.913
spain,1994,otherren,or-geo,0
spain,1994,otherren,or-tidal,0
spain,1995,bio,bio-solid,0.668
spain,1995,coal,coal-anthr,0
spain,1995,coal,coal-bitum,52.363
spain,1995,coal,coal-coking,0
spain,1995,coal,coal-lignite,7.73
spain,1995,coal,coal-subbit,5.82
spain,1995,otherren,or-geo,0
spain,1995,otherren,or-tidal,0
spain,1996,bio,bio-solid,0.672
spain,1996,coal,coal-anthr,0
spain,1996,coal,coal-bitum,42.049
spain,1996,coal,coal-coking,0
spain,1996,coal,coal-lignite,7.173
spain,1996,coal,coal-subbit,4.721
spain,1996,otherren,or-geo,0
spain,1996,otherren,or-tidal,0
spain,1997,bio,bio-solid,0.946
spain,1997,coal,coal-anthr,0
spain,1997,coal,coal-bitum,51.068
spain,1997,coal,coal-coking,0
spain,1997,coal,coal-lignite,6.209
spain,1997,coal,coal-subbit,5.392
spain,1997,otherren,or-geo,0
spain,1997,otherren,or-tidal,0
spain,1998,bio,bio-solid,0.996
spain,1998,coal,coal-anthr,0
spain,1998,coal,coal-bitum,51.285
spain,1998,coal,coal-coking,0
spain,1998,coal,coal-lignite,6.823
spain,1998,coal,coal-subbit,3.477
spain,1998,otherren,or-geo,0
spain,1998,otherren,or-tidal,0
spain,1999,bio,bio-solid,1.074
spain,1999,coal,coal-anthr,0
spain,1999,coal,coal-bitum,62.496
spain,1999,coal,coal-coking,0
spain,1999,coal,coal-lignite,6.821
spain,1999,coal,coal-subbit,4.292
spain,1999,otherren,or-geo,0
spain,1999,otherren,or-tidal,0
spain,2000,bio,bio-solid,0.841
spain,2000,coal,coal-anthr,0
spain,2000,coal,coal-bitum,67.612
spain,2000,coal,coal-coking,0
spain,2000,coal,coal-lignite,6.21
spain,2000,coal,coal-subbit,5.272
spain,2000,otherren,or-geo,0
spain,2000,otherren,or-tidal,0
spain,2001,bio,bio-solid,0.969
spain,2001,coal,coal-anthr,0
spain,2001,coal,coal-bitum,59.843
spain,2001,coal,coal-coking,0
spain,2001,coal,coal-lignite,6.419
spain,2001,coal,coal-subbit,4.008
spain,2001,otherren,or-geo,0
spain,2001,otherren,or-tidal,0
spain,2002,bio,bio-solid,1.831
spain,2002,coal,coal-anthr,0
spain,2002,coal,coal-bitum,69.504
spain,2002,coal,coal-coking,0
spain,2002,coal,coal-lignite,6.555
spain,2002,coal,coal-subbit,5.123
spain,2002,otherren,or-geo,0
spain,2002,otherren,or-tidal,0
spain,2003,bio,bio-solid,2.095
spain,2003,coal,coal-anthr,0
spain,2003,coal,coal-bitum,64.599
spain,2003,coal,coal-coking,0
spain,2003,coal,coal-lignite,5.905
spain,2003,coal,coal-subbit,4.218
spain,2003,otherren,or-geo,0
spain,2003,otherren,or-tidal,0
spain,2004,bio,bio-solid,2.2136
spain,2004,coal,coal-anthr,8.861
spain,2004,coal,coal-bitum,59.726
spain,2004,coal,coal-coking,0
spain,2004,coal,coal-lignite,5.991
spain,2004,coal,coal-subbit,4.528
spain,2004,otherren,or-geo,0
spain,2004,otherren,or-tidal,0
spain,2005,bio,bio-solid,1.5788
spain,2005,coal,coal-anthr,8.336
spain,2005,coal,coal-bitum,60.693
spain,2005,coal,coal-coking,0
spain,2005,coal,coal-lignite,5.417
spain,2005,coal,coal-subbit,4.607
spain,2005,otherren,or-geo,0
spain,2005,otherren,or-tidal,0
spain,2006,bio,bio-solid,1.573
spain,2006,coal,coal-anthr,6.21
spain,2006,coal,coal-bitum,52.033
spain,2006,coal,coal-coking,0
spain,2006,coal,coal-lignite,4.501
spain,2006,coal,coal-subbit,3.995
spain,2006,otherren,or-geo,0
spain,2006,otherren,or-tidal,0
spain,2007,bio,bio-solid,1.553
spain,2007,coal,coal-anthr,6.966
spain,2007,coal,coal-bitum,57.456
spain,2007,coal,coal-coking,0
spain,2007,coal,coal-lignite,4.379
spain,2007,coal,coal-subbit,3.994
spain,2007,otherren,or-geo,0
spain,2007,otherren,or-tidal,0
spain,2008,bio,bio-solid,1.888
spain,2008,coal,coal-anthr,4.967
spain,2008,coal,coal-bitum,40.414
spain,2008,coal,coal-coking,0
spain,2008,coal,coal-lignite,0
spain,2008,coal,coal-subbit,3.333
spain,2008,otherren,or-geo,0
spain,2008,otherren,or-tidal,0
spain,2009,bio,bio-solid,2.197
spain,2009,coal,coal-anthr,3.425
spain,2009,coal,coal-bitum,30.598
spain,2009,coal,coal-coking,0
spain,2009,coal,coal-lignite,0
spain,2009,coal,coal-subbit,1.887
spain,2009,otherren,or-geo,0
spain,2009,otherren,or-tidal,0
spain,2010,bio,bio-solid,2.508
spain,2010,coal,coal-anthr,0.291
spain,2010,coal,coal-bitum,23.761
spain,2010,coal,coal-coking,0
spain,2010,coal,coal-lignite,0
spain,2010,coal,coal-subbit,1.282
spain,2010,otherren,or-geo,0
spain,2010,otherren,or-tidal,0
spain,2011,bio,bio-solid,3.011
spain,2011,coal,coal-anthr,7.822
spain,2011,coal,coal-bitum,32.157
spain,2011,coal,coal-coking,0
spain,2011,coal,coal-lignite,0
spain,2011,coal,coal-subbit,4.001
spain,2011,otherren,or-geo,0
spain,2011,otherren,or-tidal,0
spain,2012,bio,bio-solid,3.396
spain,2012,coal,coal-anthr,8.415
spain,2012,coal,coal-bitum,43.637
spain,2012,coal,coal-coking,0
spain,2012,coal,coal-lignite,0
spain,2012,coal,coal-subbit,3.022
spain,2012,otherren,or-geo,0
spain,2012,otherren,or-tidal,0
spain,2013,bio,bio-solid,4.143
spain,2013,coal,coal-anthr,4.325
spain,2013,coal,coal-bitum,33.372
spain,2013,coal,coal-coking,0
spain,2013,coal,coal-lignite,0
spain,2013,coal,coal-subbit,2.244
spain,2013,otherren,or-geo,0
spain,2013,otherren,or-tidal,0
spain,2014,bio,bio-solid,3.821
spain,2014,coal,coal-anthr,4.406
spain,2014,coal,coal-bitum,36.468
spain,2014,coal,coal-coking,0
spain,2014,coal,coal-lignite,0
spain,2014,coal,coal-subbit,2.933
spain,2014,otherren,or-geo,0
spain,2014,otherren,or-tidal,0
spain,2015,bio,bio-solid,4.014
spain,2015,coal,coal-anthr,4.839
spain,2015,coal,coal-bitum,43.289
spain,2015,coal,coal-coking,0
spain,2015,coal,coal-lignite,0
spain,2015,coal,coal-subbit,3.238
spain,2015,otherren,or-geo,0
spain,2015,otherren,or-tidal,0
spain,2016,bio,bio-solid,4.048
spain,2016,coal,coal-anthr,3.09
spain,2016,coal,coal-bitum,31.498
spain,2016,coal,coal-coking,0
spain,2016,coal,coal-lignite,0
spain,2016,coal,coal-subbit,1.846
spain,2016,otherren,or-geo,0
spain,2016,otherren,or-tidal,0
spain,2017,bio,bio-solid,4.365
spain,2017,coal,coal-anthr,2.223
spain,2017,coal,coal-bitum,40.34
spain,2017,coal,coal-coking,0
spain,2017,coal,coal-lignite,0
spain,2017,coal,coal-subbit,2.564
spain,2017,otherren,or-geo,0
spain,2017,otherren,or-tidal,0
spain,2018,bio,bio-solid,4.221
spain,2018,coal,coal-anthr,0.884
spain,2018,coal,coal-bitum,34.719
spain,2018,coal,coal-coking,0
spain,2018,coal,coal-lignite,0
spain,2018,coal,coal-subbit,1.738
spain,2018,otherren,or-geo,0
spain,2018,otherren,or-tidal,0
spain,2019,bio,bio-solid,3.885
spain,2019,coal,coal-anthr,0.063
spain,2019,coal,coal-bitum,11.866
spain,2019,coal,coal-coking,0
spain,2019,coal,coal-lignite,0
spain,2019,coal,coal-subbit,0.93
spain,2019,otherren,or-geo,0
spain,2019,otherren,or-tidal,0.02
spain,2020,bio,bio-solid,4.541
spain,2020,coal,coal-anthr,0.059
spain,2020,coal,coal-bitum,5.34
spain,2020,coal,coal-coking,0
spain,2020,coal,coal-lignite,0
spain,2020,coal,coal-subbit,0.123
spain,2020,otherren,or-geo,0
spain,2020,otherren,or-tidal,0.027
spain,2021,bio,bio-solid,5.095
spain,2021,coal,coal-anthr,0
spain,2021,coal,coal-bitum,4.858
spain,2021,coal,coal-coking,0
spain,2021,coal,coal-lignite,0
spain,2021,coal,coal-subbit,0
spain,2021,otherren,or-geo,0
spain,2021,otherren,or-tidal,0.019
spain,2022,bio,bio-solid,4.932
spain,2022,coal,coal-anthr,0
spain,2022,coal,coal-bitum,7.86
spain,2022,coal,coal-coking,0
spain,2022,coal,coal-lignite,0
spain,2022,coal,coal-subbit,0
spain,2022,otherren,or-geo,0
spain,2022,otherren,or-tidal,0.023
spain,2023,bio,bio-solid,4.047
spain,2023,coal,coal-anthr,0
spain,2023,coal,coal-bitum,3.623
spain,2023,coal,coal-coking,0
spain,2023,coal,coal-lignite,0
spain,2023,coal,coal-subbit,0
spain,2023,otherren,or-geo,0
spain,2023,otherren,or-tidal,0.012
spain,2024,bio,bio-solid,4.2068
spain,2024,coal,coal-anthr,0
spain,2024,coal,coal-bitum,2.5815
spain,2024,coal,coal-coking,0
spain,2024,coal,coal-lignite,0
spain,2024,coal,coal-subbit,0
spain,2024,otherren,or-geo,0
spain,2024,otherren,or-tidal,0.009
