# Electricity generation by source, TWh.
# Source: Our World in Data, "Electricity production by source" (Ember + Energy Institute
#   Statistical Review of World Energy + historical estimates). Licensed CC BY 4.0.
#   https://ourworldindata.org/grapher/electricity-production-by-source
# Trimmed to the entities in data/energy-sources.mjs by data/stage-energy-sources.mjs.
entity,year,coal,oil,gas,nuclear,hydro,wind,solar,bio,otherren
norway,2016,0.04,0.63,2.21,0,142.81,2.11,0,0.23,0
norway,2017,0.04,0.69,2.06,0,142.37,2.85,0,0.26,0
norway,2018,0.04,0.67,2.18,0,138.98,3.87,0,0.2,0
norway,2019,0.04,0.66,2.06,0,125.29,5.52,0.01,0.25,0
norway,2020,0.04,0.64,1.61,0,141.8,9.91,0.08,0.24,0
norway,2021,0.04,0.72,0.31,0,143.97,11.76,0.11,0.22,0
norway,2022,0.04,0.78,1.15,0,128.24,14.8,0.17,0.24,0
norway,2023,0.03,0.79,1.53,0,136.71,13.96,0.36,0.25,0
norway,2024,0,0.72,1.47,0,139.55,14.6,0.53,0.24,0
norway,2025,0,0.71,0.9,0,144.77,13.56,0.53,0.24,0.1
poland,1965,,,,0,0.896,0,0,,
poland,1966,,,,0,0.896,0,0,,
poland,1967,,,,0,0.957,0,0,,
poland,1968,,,,0,1.005,0,0,,
poland,1969,,,,0,0.81,0,0,,
poland,1970,,,,0,1.771,0,0,,
poland,1971,,,,0,1.569,0,0,,
poland,1972,,,,0,1.503,0,0,,
poland,1973,,,,0,1.456,0,0,,
poland,1974,,,,0,2.122,0,0,,
poland,1975,,,,0,1.99,0,0,,
poland,1976,,,,0,1.645,0,0,,
poland,1977,,,,0,1.957,0,0,,
poland,1978,,,,0,1.951,0,0,,
poland,1979,,,,0,1.807,0,0,,
poland,1980,,,,0,2.349,0,0,,
poland,1981,,,,0,2.137,0,0,,
poland,1982,,,,0,1.543,0,0,,
poland,1983,,,,0,1.675,0,0,,
poland,1984,,,,0,1.408,0,0,,
poland,1985,131.5209,1.68,0.081,0,1.852,0,0,,
poland,1986,134.281,1.622,0.063,0,1.549,0,0,,
poland,1987,139.5871,1.698,0.165,0,1.661,0,0,,
poland,1988,138.2096,1.626,0.097,0,1.793,0,0,,
poland,1989,139.6675,1.691,0.115,0,1.609,0,0,,
poland,1990,130.36,2.45,0.13,0,1.44,0,0,0.05,0
poland,1991,128.75,2.36,0.11,0,1.42,0,0,0.08,0
poland,1992,126.58,2.38,0.1,0,1.51,0,0,0.11,0
poland,1993,127.67,2.46,0.1,0,1.49,0,0,0.06,0
poland,1994,128.39,2.97,0.15,0,1.73,0,0,0.05,0
poland,1995,131.77,3.06,0.26,0,1.89,0,0,0.07,0
poland,1996,135.48,3.33,0.32,0,1.93,0,0,0.13,0
poland,1997,134.74,3.85,0.22,0,1.96,0,0,0.17,0
poland,1998,134.23,3.7,0.31,0,2.31,0,0,0.22,0
poland,1999,133.33,3.7,0.62,0,2.15,0,0,0.19,0
poland,2000,135.89,4.03,0.93,0,2.11,0,0,0.22,0
poland,2001,134.97,4.61,1.36,0,2.33,0.01,0,0.44,0
poland,2002,132.94,4.58,2.2,0,2.28,0.06,0,0.43,0
poland,2003,140.66,4.68,2.42,0,1.67,0.12,0,0.46,0
poland,2004,141.12,5,3.22,0,2.08,0.14,0,0.98,0
poland,2005,141.88,4.4,5.16,0,2.2,0.14,0,1.51,0
poland,2006,147.01,4.82,4.58,0,2.04,0.26,0,1.99,0
poland,2007,144.01,4.6,4.48,0,2.35,0.52,0,2.56,0
poland,2008,138.89,4.32,4.68,0,2.15,0.84,0,3.62,0
poland,2009,133.38,4,4.79,0,2.38,1.08,0,5.23,0
poland,2010,136.51,4.58,4.8,0,2.92,1.66,0,6.3,0
poland,2011,139.76,4.16,5.82,0,2.33,3.2,0,7.6,0
poland,2012,134.57,3.77,6.26,0,2.04,4.75,0,10.09,0
poland,2013,137.72,3.73,5.27,0,2.44,6,0,8.62,0
poland,2014,129.52,3.65,5.33,0,2.18,7.68,0.01,9.98,0
poland,2015,130.52,4.7,6.39,0,1.83,10.86,0.06,9.94,0
poland,2016,130.32,5.04,7.83,0,2.14,12.59,0.12,7.96,0
poland,2017,131.16,4.59,10.03,0,2.56,14.91,0.17,6.49,0
poland,2018,130.56,4.62,12.63,0,1.97,12.8,0.3,6.55,0
poland,2019,118.14,4.82,14.8,0,1.96,15.11,0.71,7.68,0
poland,2020,107.4,4.23,17.29,0,2.12,15.8,1.96,8.35,0
poland,2021,127.57,4.84,15.82,0,2.34,16.23,3.93,8.06,0
poland,2022,124.73,4.82,11.36,0,1.97,19.78,8.31,7.63,0
poland,2023,98.85,4.32,16.49,0,2.41,24.18,11.11,8.16,0
poland,2024,93.5,4.55,20.46,0,2.11,25.89,17.66,7.95,0
poland,2025,87.32,6.53,24.82,0,1.7,24.62,19.55,8.48,0.24
russia,1985,138.3526,113.3371,451.2672,99.3172,159.726,,,,
russia,1986,144.0388,117.9951,469.8137,105.2215,164.331,,,,
russia,1987,149.5933,122.5453,487.9312,124.7022,162.5279,,,,
russia,1988,151.501,124.1081,494.1535,134.8138,160.9236,,,,
russia,1989,153.6016,125.8289,501.0051,136.3385,159.726,,,,
russia,1990,156.8547,128.4938,511.6158,118.325,166.8456,0,0,,
russia,1991,154.736,123.9734,501.3111,119.9838,168.094,0,0,,
russia,1992,154.1114,100.0521,460.1874,119.626,172.594,0,0,,
russia,1993,148.3916,82.8856,429.1682,119.186,174.289,0,0,,
russia,1994,162.4847,73.2704,363.7423,97.82,175.926,0,0,,
russia,1995,160.296,67.7919,353.5442,99.532,176.2552,0,0,,
russia,1996,160.6306,56.5079,364.1111,109.026,154.309,0,0,,
russia,1997,157.0224,51.7923,356.8675,108.498,157.434,0,0,,
russia,1998,162.9727,52.9433,346.5038,103.719,158.497,0,0,,
russia,1999,161.3413,40.9021,358.6336,121.874,160.492,0,0,,
russia,2000,175.62,36.9,370.37,130.71,164.08,0,0,0.08,0
russia,2001,168.77,34.82,376.74,136.93,173.9,0,0,0.11,0
russia,2002,170.36,32.17,384.77,141.63,162.17,0.01,0,0.17,0
russia,2003,172.24,30.84,406.82,150.34,155.67,0.01,0,0.37,0
russia,2004,160.85,27.65,422.56,144.71,175.68,0.01,0,0.45,0
russia,2005,165.74,25.78,440.07,149.45,172.61,0.01,0,0.45,0
russia,2006,177.77,28.85,455.25,156.44,173.29,0.01,0,0.51,0
russia,2007,170.72,21.25,489.14,160.06,177.04,0.01,0,0.48,0
russia,2008,196.64,20.56,494.44,163.08,164.78,0.01,0,0.49,0
russia,2009,164.39,20.6,469.83,163.58,174.2,0,0,0.5,0
russia,2010,166.1,13.96,520.53,170.41,166.48,0,0,0.54,0
russia,2011,165.01,31.99,521.3,172.94,163.05,0.01,0,0.56,0
russia,2012,169.16,32.51,526.11,177.53,163.45,0.01,0,0.5,0
russia,2013,161.87,13.1,529.96,172.51,181.15,0,0.01,0.48,0
russia,2014,158.7,15.68,534.85,180.76,173.4,0.1,0.16,0.55,0
russia,2015,158.55,14.81,529.76,195.47,167.99,0.15,0.34,0.48,0
russia,2016,171.45,15.42,521.81,196.61,184.61,0.15,0.47,0.45,0
russia,2017,174.01,11.39,516.27,203.14,185.16,0.14,0.54,0.52,0
russia,2018,176.61,12.28,523.72,204.58,190.64,0.24,0.62,0.5,0
russia,2019,187.55,13.07,512.33,208.99,194.38,0.31,0.99,0.54,0
russia,2020,174.96,12.42,465.88,215.91,212.44,1.14,1.86,0.81,0
russia,2021,187.14,13.89,513.41,222.39,214.53,2.58,2.31,0.82,0
russia,2022,191.96,14.58,531.59,223.7,197.67,4.2,2.4,0.84,0
russia,2023,204.06,14.36,533.35,217.38,200.87,4.75,2.63,0.85,0
russia,2024,215.17,13.79,545.78,215.71,210.54,4.57,2.92,0.83,0
russia,2025,219.52,14.47,533.17,218.65,199.73,3.64,2.84,0.77,0
safrica,1965,,,,0,0.037,,,,
safrica,1966,,,,0,0.036,,,,
safrica,1967,,,,0,0.026,,,,
safrica,1968,,,,0,0.024,,,,
safrica,1969,,,,0,0.021,,,,
safrica,1970,,,,0,0.025,,,,
safrica,1971,,,,0,0.112,0,0,,
safrica,1972,,,,0,0.834,0,0,,
safrica,1973,,,,0,0.985,0,0,,
safrica,1974,,,,0,1.132,0,0,,
safrica,1975,,,,0,1.12,0,0,,
safrica,1976,,,,0,1.876,0,0,,
safrica,1977,,,,0,1.944,0,0,,
safrica,1978,,,,0,1.907,0,0,,
safrica,1979,,,,0,1.144,0,0,,
safrica,1980,,,,0,0.992,0,0,,
safrica,1981,,,,0,1.653,0,0,,
safrica,1982,,,,0,1.016,0,0,,
safrica,1983,,,,0,0.595,0,0,,
safrica,1984,,,,3.925,0.56,0,0,,
safrica,1985,135.403,0.042,0,5.315,0.624,0,0,,
safrica,1986,135.988,0.042,0,8.803,1.623,0,0,,
safrica,1987,142.773,0.042,0,6.167,1.617,0,0,,
safrica,1988,143.032,0.051,0,10.493,3.162,0,0,,
safrica,1989,148.462,0,0,11.099,2.759,0,0,,
safrica,1990,155.926,0,0,8.449,1.01,0,0,,
safrica,1991,155.388,0,0,9.144,1.98,0,0,,
safrica,1992,156.717,0,0,9.288,0.752,0,0,,
safrica,1993,165.96,0,0,7.255,0.146,0,0,,
safrica,1994,169.402,0,0,9.697,1.074,0,0,,
safrica,1995,173.551,0,0,11.301,0.529,0,0,,
safrica,1996,184.718,0,0,11.775,1.319,0,0,,
safrica,1997,192.869,0,0,12.647,2.092,0,0,,
safrica,1998,187.527,0,0,13.601,1.595,0,0,,
safrica,1999,186.662,0,0,12.837,0.726,0,0,,
safrica,2000,196.07,0,0,13.01,1.1,0,0,0.48,0
safrica,2001,197.23,0,0,10.72,1.72,0,0,0.42,0
safrica,2002,206.03,0,0,11.99,2.08,0,0.02,0.46,0
safrica,2003,220.31,0,0,12.66,0.83,0.01,0.02,0.41,0
safrica,2004,229.88,0,0,13.37,0.95,0.01,0.02,0.38,0
safrica,2005,231.76,0,0.09,11.29,1.33,0.01,0.02,0.43,0
safrica,2006,240.42,0,0.02,10.03,2.9,0.01,0.02,0.41,0
safrica,2007,247.58,1.17,0.09,11.32,2.87,0.01,0.02,0.43,0
safrica,2008,243.3,0.14,0.09,13,1.26,0.02,0.02,0.46,0
safrica,2009,234.74,0.05,0.01,12.81,1.45,0.03,0.02,0.45,0
safrica,2010,243.45,0.2,0.82,13.53,1.14,0.03,0.02,0.4,0
safrica,2011,244.44,0.72,0.89,12.9,3.06,0.04,0.02,0.41,0
safrica,2012,239.68,1.93,1.78,12.97,1.02,0.04,0.03,0.42,0
safrica,2013,233.49,3.66,3.02,14.11,1.1,0.04,0.05,0.48,0
safrica,2014,229.77,3.76,3.14,13.79,1.8,1.07,1.08,0.36,0
safrica,2015,227.3,3.99,0,12.24,0.73,3.07,2.4,0.32,0
safrica,2016,229.58,0.03,0,15.03,0.62,4.21,3.01,0.33,0
safrica,2017,228.7,0.12,0,14.19,0.78,7.02,3.94,0.39,0
safrica,2018,231.01,1.23,0,11.58,1.1,6.41,4.54,0.43,0
safrica,2019,225.26,1.36,0,13.25,0.74,6.63,5.4,0.43,0
safrica,2020,214.08,1.49,0,9.9,1.47,6.41,6.98,0.41,0
safrica,2021,210.92,3.27,0,12.35,2.02,8.65,7.84,0.41,0
safrica,2022,201.77,3.68,0,10.1,3.1,9.7,10.46,0.36,0
safrica,2023,192.29,3.68,0,8.1,2,11.6,14.81,0.47,0
safrica,2024,206.81,1.94,0,7.8,1.1,11.1,18.3,0.47,0
safrica,2025,197.5,1.95,0,10.21,1.83,11.32,19.48,0.47,0
skorea,1965,,,,0,0.7104,,,,
skorea,1966,,,,0,0.9853,,,,
skorea,1967,,,,0,0.9532,,,,
skorea,1968,,,,0,0.9295,,,,
skorea,1969,,,,0,1.4285,,,,
skorea,1970,,,,0,1.2207,,,,
skorea,1971,,,,0,1.32,0,0,,
skorea,1972,,,,0,1.3681,0,0,,
skorea,1973,,,,0,1.2845,0,0,,
skorea,1974,,,,0,1.9059,0,0,,
skorea,1975,,,,0,1.6828,0,0,,
skorea,1976,,,,0,1.7887,0,0,,
skorea,1977,,,,0.0715,1.3927,0,0,,
skorea,1978,,,,2.3244,1.8075,0,0,,
skorea,1979,,,,3.1519,2.2962,0,0,,
skorea,1980,,,,3.4772,1.9204,0,0,,
skorea,1981,,,,2.8972,2.5977,0,0,,
skorea,1982,,,,3.7773,1.7154,0,0,,
skorea,1983,,,,8.9651,2.2942,0,0,,
skorea,1984,,,,11.7921,1.9981,0,0,,
skorea,1985,24.7605,17.4445,0.0578,16.7453,3.185,0,0,,
skorea,1986,24.9953,12.3019,0.0528,28.3112,3.1099,0,0,,
skorea,1987,23.6499,2.4065,9.5365,39.3142,3.9654,0,0,,
skorea,1988,29.5601,8.8175,11.0644,40.1007,1.9872,0,0,,
skorea,1989,30.6195,11.1713,9.9098,47.3652,2.964,0,0,,
skorea,1990,33.5123,13.307,12.3926,52.8866,4.6839,0,0.001,,
skorea,1991,36.8302,20.2129,13.2106,56.3107,3.486,0,0.001,,
skorea,1992,42.3591,23.146,19.5388,56.5302,3.0974,0,0.002,,
skorea,1993,53.5026,25.3282,18.9229,58.1382,4.2275,0.001,0.002,,
skorea,1994,65.1006,37.6005,17.9123,58.6509,2.3461,0.001,0.002,,
skorea,1995,72.0061,29.564,29.2178,67.0286,2.7599,0,0.002,,
skorea,1996,81.7094,29.839,34.7657,73.9243,2.4244,0,0.003,,
skorea,1997,93.9368,28.1261,42.0023,77.0857,2.814,0.001,0.003,,
skorea,1998,102.9498,10.5179,27.8767,89.689,4.2794,0.002,0.004,,
skorea,1999,111.0966,11.9056,29.9125,103.0638,4.1593,0.0058,0.0046,,
skorea,2000,114.88,32.83,29.66,108.96,4.01,0.02,0.01,0.08,0
skorea,2001,127.36,34.28,33.67,112.13,2.33,0.01,0.01,0.09,0
skorea,2002,137.49,29.06,42.93,119.1,3.23,0.01,0.01,0.18,0
skorea,2003,139.13,28.35,45.51,129.67,4.89,0.02,0.01,0.19,0
skorea,2004,143.41,26.06,63.18,130.71,4.31,0.05,0.01,0.29,0
skorea,2005,150.36,23.77,64.49,146.78,3.67,0.13,0.01,0.26,0
skorea,2006,153.99,21.43,74.84,148.75,3.47,0.24,0.03,0.24,0
skorea,2007,170.89,22.72,84.4,142.94,3.63,0.38,0.07,0.38,0
skorea,2008,190.95,14.56,81.7,150.96,3.07,0.44,0.28,0.65,0
skorea,2009,209.35,19.34,71.38,147.77,2.81,0.69,0.57,0.54,0
skorea,2010,218.41,18.03,104.3,148.6,3.68,0.82,0.77,0.42,0
skorea,2011,225.08,15.62,115.34,154.72,4.6,0.86,0.92,1.02,0
skorea,2012,223.43,20.34,128.94,150.33,3.97,0.91,1.13,2.16,0
skorea,2013,223.75,20.55,143.85,138.78,4.29,1.15,1.67,3.12,0
skorea,2014,226.07,14.17,130.84,156.41,2.75,1.15,2.69,6.3,0
skorea,2015,232.68,13.13,122.03,164.76,2.15,1.34,4.23,7.48,0
skorea,2016,232.91,17.43,130.52,161.99,2.85,1.68,5.52,8.08,0
skorea,2017,260.79,9.7,135.16,148.43,2.81,2.17,7.74,9.61,0
skorea,2018,257.67,10.65,163.28,133.51,3.36,2.46,10.17,11.81,0
skorea,2019,245.04,7.43,155.41,145.91,2.79,2.68,14.19,13.35,0
skorea,2020,207.97,6.02,162.54,160.18,3.88,3.15,19.34,14.03,0
skorea,2021,213.32,7.1,181.23,158.01,3.05,3.18,24.72,17.15,0
skorea,2022,209.22,7.12,174.71,176.05,3.54,3.37,30.73,17.85,0
skorea,2023,201.34,6.98,169.61,180.49,3.72,3.39,33.24,18.72,0
skorea,2024,190.78,6.78,178.35,188.75,4.3,3.36,32.72,20.34,0
skorea,2025,194.53,5.95,174.58,184.67,3.8,3.64,37.8,19.69,0
spain,1965,,,,0,19.687,0,0,,
spain,1966,,,,0,27.258,0,0,,
spain,1967,,,,0,22.657,0,0,,
spain,1968,,,,0.083,24.388,0,0,,
spain,1969,,,,0.829,30.603,0,0,,
spain,1970,,,,0.923,27.772,0,0,,
spain,1971,,,,2.523,31.816,0,0,,
spain,1972,,,,4.751,35.469,0,0,,
spain,1973,,,,6.545,28.912,0,0,,
spain,1974,,,,7.223,30.568,0,0,,
spain,1975,,,,7.544,26.065,0,0,,
spain,1976,,,,7.555,20.932,0,0,,
spain,1977,,,,6.524,39.628,0,0,,
spain,1978,,,,7.649,40.251,0,0,,
spain,1979,,,,6.7,46.397,0,0,,
spain,1980,,,,5.186,29.55,0,0,,
spain,1981,,,,9.568,21.942,0,0,,
spain,1982,,,,8.771,26.331,0,0,,
spain,1983,,,,10.661,27.047,0,0,,
spain,1984,,,,23.086,31.484,0,0,,
spain,1985,54.605,7.747,2.514,28.044,31.287,0,0,,
spain,1986,54.808,6.187,2.118,37.458,26.494,0,0,,
spain,1987,54.724,6.436,1.496,41.271,27.383,0,0,,
spain,1988,43.071,6.937,1.365,50.466,35.246,0,0,,
spain,1989,59.622,9.138,1.398,56.126,19.349,0.013,0.0061,,
spain,1990,59.74,9.61,1.51,54.27,25.47,0.01,0.01,0.54,0
spain,1991,58.8,11.16,1.36,55.58,27.25,0.01,0.01,0.54,0
spain,1992,64.22,15.34,1.71,55.78,18.92,0.1,0.01,0.57,0
spain,1993,62.42,10.31,1.2,56.06,24.42,0.12,0.01,0.58,0
spain,1994,61.57,11.01,3.24,55.31,28.24,0.17,0.01,0.64,0
spain,1995,65.91,15.57,3.75,55.46,23.08,0.27,0.02,1.01,0
spain,1996,53.94,14.9,6.79,56.33,39.79,0.36,0.02,1.08,0
spain,1997,62.67,16.02,18.17,55.3,34.75,0.74,0.02,1.46,0
spain,1998,61.58,19.72,16.21,58.99,33.99,1.35,0.02,1.53,0
spain,1999,73.61,26.9,19.06,58.85,22.82,2.74,0.03,1.62,0
spain,2000,79.09,24.95,20.18,62.21,28.26,4.73,0.01,1.49,0
spain,2001,70.27,26.43,23.36,63.71,40.89,6.76,0.02,1.63,0
spain,2002,81.18,30.15,32.39,63.02,21.22,9.34,0.02,2.59,0
spain,2003,74.73,25.57,39.37,61.88,40.48,12.07,0.02,3.18,0
spain,2004,79.1,28.31,55.46,63.61,31.08,15.7,0.02,3.33,0
spain,2005,79.06,31.58,79.01,57.54,18.39,21.18,0.05,2.65,0
spain,2006,66.74,26,90.57,60.13,25.96,23.3,0.12,2.77,0
spain,2007,72.8,20.86,94.8,55.1,27.31,27.57,0.52,2.9,0
spain,2008,48.71,19.16,120.8,58.97,23.36,32.95,2.58,3.26,0
spain,2009,35.91,20.22,107.75,52.76,26.41,38.12,6.06,3.49,0
spain,2010,25.33,17.86,94.85,61.99,42.3,44.27,7.19,4.01,0
spain,2011,43.98,16.8,85.51,57.72,30.6,42.92,9.4,4.61,0
spain,2012,55.07,17.13,73.31,61.47,20.55,49.47,11.97,4.98,0
spain,2013,39.94,15.84,57.54,56.73,36.87,55.64,13.1,5.8,0
spain,2014,43.81,15.79,47.27,57.31,39.17,52.01,13.67,5.41,0
spain,2015,51.37,19.02,52.5,57.2,28.14,49.32,13.86,5.76,0
spain,2016,36.43,18.18,52.83,58.63,36.4,48.9,13.64,5.69,0
spain,2017,45.13,17.24,64.04,58.04,18.32,49.13,14.4,6.08,0
spain,2018,37.34,16.42,58,55.77,34.33,50.89,12.74,5.91,0
spain,2019,12.86,14.61,83.71,58.35,24.65,55.65,15.1,5.57,0.02
spain,2020,5.52,12.12,69.74,58.3,30.51,56.44,20.67,6.14,0.03
spain,2021,4.86,12.08,71.5,56.56,29.63,62.06,27.1,6.94,0.02
spain,2022,7.86,11.69,86.1,58.59,17.59,62.78,35.72,6.8,0.02
spain,2023,3.62,10.48,64.36,56.87,25,64.28,48.59,5.9,0.01
spain,2024,2.58,10.41,52.34,54.53,34.41,62.2,58.29,6.17,0.01
spain,2025,0.92,10.03,62.06,54.07,32.74,58.76,62.9,6.41,0
uk,1920,3.7735,0.1065,0,0,0.0101,0,0,,
uk,1921,4.4719,0.059,0,0,0.0101,0,0,,
uk,1922,5.2036,0.0723,0,0,0.0131,0,0,,
uk,1923,5.9291,0.0778,0,0,0.0151,0,0,,
uk,1924,6.5441,0.0597,0,0,0.0151,0,0,,
uk,1925,6.8197,0.1571,0,0,0.0151,0,0,,
uk,1926,8.3677,0.053,0,0,0.0313,0,0,,
uk,1927,9.1571,0.058,0,0,0.1089,0,0,,
uk,1928,10.204,0.0599,0,0,0.1371,0,0,,
uk,1929,10.3687,0.054,0,0,0.3227,0,0,,
uk,1930,10.7566,0.0583,0,0,0.4195,0,0,,
uk,1931,11.5954,0.0696,0,0,0.357,0,0,,
uk,1932,12.9395,0.0632,0,0,0.3328,0,0,,
uk,1933,14.7398,0.051,0,0,0.4679,0,0,,
uk,1934,16.7024,0.0551,0,0,0.6303,0,0,,
uk,1935,19.3101,0.0573,0,0,0.6736,0,0,,
uk,1936,21.8447,0.0597,0,0,0.7614,0,0,,
uk,1937,23.1086,0.0521,0,0,0.9963,0,0,,
uk,1938,25.0875,0.0503,0,0,0.9903,0,0,,
uk,1939,27.6013,0.0666,0,0,0.8067,0,0,,
uk,1940,31.1526,0.0513,0,0,0.838,0,0,,
uk,1941,34.1294,0.0463,0,0,1.1063,0,0,,
uk,1942,35.1983,0.0367,0,0,1.3402,0,0,,
uk,1943,36.7406,0.0462,0,0,1.1859,0,0,,
uk,1944,35.6987,0.0511,0,0,1.1536,0,0,,
uk,1945,39.5847,0.0864,0,0,1.1486,0,0,,
uk,1946,41.0139,0.1708,0,0,1.1375,0,0,,
uk,1947,44.4571,0.19,0,0,0.8884,0,0,,
uk,1948,46.7321,0.234,0,0,0.7251,0,0,,
uk,1949,52.1807,0.1991,0,0,1.0437,0,0,,
uk,1950,70.3155,0.2836,0,0,1.6966,0,0,,
uk,1951,72.3901,0.2472,0,0,1.8297,0,0,,
uk,1952,76.0148,0.3482,0,0,1.9028,0,0,,
uk,1953,82.1433,0.6294,0,0,2.3988,0,0,,
uk,1954,90.5228,0.7883,0,0,1.7036,0,0,,
uk,1955,96.6266,1.3488,0,0.0635,2.282,0,0,,
uk,1956,99.4655,2.1781,0,0.4477,2.7626,0,0,,
uk,1957,99.7665,9.4902,0,0.3339,2.7167,0,0,,
uk,1958,100.4172,15.5878,0,1.3146,2.7163,0,0,,
uk,1959,110.084,20.2539,0,2.2757,3.1413,0,0,,
uk,1960,118.8651,19.3351,0,2.626,3.8659,0,0,,
uk,1961,131.2113,20.1995,0,3.806,3.9373,0,0,,
uk,1962,144.8472,17.7342,0,6.5119,3.6708,0,0,,
uk,1963,149.3681,20.1204,0,8.3509,4.0337,0,0,,
uk,1964,151.1624,24.3618,0,15.4834,4.642,0,0,,
uk,1965,148.9391,27.7725,0,15.135,4.612,0,0,,
uk,1966,150.1354,28.7339,0,20.217,4.536,0,0,,
uk,1967,166.519,25.1974,0,23.277,4.885,0,0,,
uk,1968,172.5218,32.8126,0.541,26.19,3.722,0,0,,
uk,1969,168.1365,49.5848,0.5477,29.125,3.256,0,0,,
uk,1970,164.3202,57.9522,3.1621,26.012,4.536,0,0,,
uk,1971,148.6824,74.4684,7.9366,27.548,3.373,0,0,,
uk,1972,177.6258,69.4275,3.2731,29.378,3.373,0,0,,
uk,1973,153.4752,69.865,12.4401,27.997,3.838,0,0,,
uk,1974,172.2852,53.9838,11.2367,33.617,4.071,0,0,,
uk,1975,185.3007,43.5339,8.5529,30.338,3.838,0,0,,
uk,1976,188.3309,44.7607,6.7266,36.155,4.536,0,0,,
uk,1977,192.647,49.2926,4.5888,40.021,3.954,0,0,,
uk,1978,208.9292,45.7044,2.8723,37.224,4.071,0,0,,
uk,1979,211.4251,30.429,2.2204,38.308,4.303,0,0,,
uk,1980,212.1389,22.3343,1.1447,37.023,3.954,0,0,,
uk,1981,196.5352,26.7188,1.126,37.969,4.419,0,0,,
uk,1982,200.8247,20.9506,1.1406,43.972,4.536,0,0,,
uk,1983,130.6407,91.762,2.2525,49.928,4.536,0,0,,
uk,1984,182.5217,46.3186,2.9365,53.979,4.536,0,0.001,,
uk,1985,177.163,48.307,2.896,61.095,3.9542,0,0.001,,
uk,1986,201.361,31.235,1.743,59.079,4.7683,0,0.001,,
uk,1987,209.924,26.268,4.532,55.238,4.1868,0,0,,
uk,1988,203.374,28.393,4.778,63.456,4.8846,0,0.001,,
uk,1989,199.938,29.442,4.949,71.734,4.7683,0.009,0,,
uk,1990,206.44,36.83,5,65.75,5.12,0.01,0,0.6,0
uk,1991,211.46,29.82,5.82,70.54,4.54,0.01,0,0.69,0
uk,1992,193.64,31.7,12.58,76.81,5.35,0.03,0,0.93,0
uk,1993,171.25,22.75,34.04,89.35,4.3,0.22,0,1.2,0
uk,1994,161.34,16.7,53.26,88.28,5.12,0.34,0,1.52,0
uk,1995,155.21,22.83,63.74,88.96,4.65,0.39,0,1.64,0
uk,1996,147.27,19.15,84.09,94.67,3.4,0.49,0,1.8,0
uk,1997,121.97,12.41,110.96,98.15,4.4,0.67,0,2.11,0
uk,1998,122.97,13.8,117.8,99.49,5.12,0.88,0,2.65,0
uk,1999,106.18,14.32,142.9,95.13,5.34,0.85,0,3.43,0
uk,2000,119.95,14.06,148.08,85.06,5.09,0.94,0,3.88,0
uk,2001,131.46,11.77,141.91,90.09,4.05,0.96,0,4.53,0
uk,2002,124.28,11.71,152.28,87.85,4.79,1.25,0,5.08,0
uk,2003,138.46,11.49,148.88,88.69,3.23,1.29,0,6.17,0
uk,2004,131.79,10.93,157.06,80,4.84,1.94,0,7.36,0
uk,2005,134.64,12.52,152.64,81.62,4.92,2.9,0.01,9.1,0
uk,2006,148.85,14.04,140.83,75.45,4.59,4.22,0.01,9.28,0
uk,2007,135.94,12.37,165.79,63.03,5.08,5.27,0.01,9.32,0
uk,2008,124.38,13.93,176.22,52.49,5.14,7.13,0.02,9.65,0
uk,2009,103.04,12.88,166.5,69.1,5.23,9.28,0.02,10.71,0
uk,2010,107.59,10.5,175.65,62.14,3.59,10.29,0.04,12.26,0
uk,2011,108.44,8.85,146.5,68.98,5.69,15.96,0.24,13.31,0
uk,2012,142.79,9.26,100.17,70.41,5.31,19.84,1.35,14.74,0
uk,2013,130.26,8.36,95.84,70.61,4.7,28.4,2.01,18.1,0
uk,2014,100.24,8.69,100.89,63.75,5.89,31.95,4.05,22.62,0
uk,2015,75.88,9.41,99.88,70.34,6.3,40.27,7.53,29.26,0
uk,2016,30.67,10.64,143.13,71.73,5.37,37.16,10.41,30.07,0
uk,2017,22.53,9.71,136.75,70.34,5.88,49.65,11.46,31.9,0
uk,2018,16.83,10.24,131.49,65.06,5.44,56.91,12.67,35.11,0.01
uk,2019,6.92,11.26,133.09,56.18,5.93,63.84,12.42,37.54,0.01
uk,2020,5.7,8.84,111.89,50.24,6.88,75.62,12.55,38.58,0
uk,2021,6.79,9.68,122.84,46.1,5.42,64.93,12.13,40.01,0
uk,2022,5.94,11.07,125.11,47.4,5.66,80.21,13.34,35.85,0
uk,2023,3.78,10.82,101.66,40.6,5.54,82.15,13.88,34.1,0
uk,2024,1.9,11.45,86.3,40.59,5.76,83.28,14.79,40.09,0
uk,2025,0.33,12.77,90.91,36.38,5.55,85.84,19.32,41.21,0
usa,1965,,,,3.8492,198.9741,,,,
usa,1966,,,,5.8104,199.9369,,,,
usa,1967,,,,8.0581,227.2208,,,,
usa,1968,,,,13.1878,228.1547,,,,
usa,1969,,,,14.6609,256.0285,,,,
usa,1970,,,,22.9521,253.4924,,,,
usa,1971,,,,40.11,272.254,,,,
usa,1972,,,,56.938,278.716,,,,
usa,1973,,,,87.8731,278.2127,,,,
usa,1974,,,,119.9745,307.2846,,,,
usa,1975,,,,181.5843,306.2148,,,,
usa,1976,,,,201.1616,289.8225,,,,
usa,1977,,,,264.0877,225.8572,,,,
