# Electricity generation by source, TWh.
# Source: Our World in Data, "Electricity production by source" (Ember + Energy Institute
#   Statistical Review of World Energy + historical estimates). Licensed CC BY 4.0.
#   https://ourworldindata.org/grapher/electricity-production-by-source
# Trimmed to the entities in data/energy-sources.mjs by data/stage-energy-sources.mjs.
entity,year,coal,oil,gas,nuclear,hydro,wind,solar,bio,otherren
france,2015,11.89,11.84,21.14,437.43,55.56,21.42,7.75,6.53,0.58
france,2016,10.23,11.44,34.97,403.2,60.84,21.38,8.66,7.52,0.6
france,2017,12.81,12.16,40.5,398.36,50,24.61,8.87,7.78,0.65
france,2018,8.31,10.59,30.55,412.94,65.11,28.6,11.15,8.38,0.61
france,2019,3.64,10.73,39.24,399.01,56.91,34.72,12.02,8.64,0.61
france,2020,3.09,10.05,35.25,353.83,62.52,40.05,13.09,8.76,0.61
france,2021,5.44,10.1,33.31,379.36,59.54,37.12,15.28,9.58,0.58
france,2022,4.16,10.45,45.74,294.73,45.56,38.2,19.34,9.67,0.6
france,2023,1.61,9.43,30.02,338.2,55.9,50.48,22.59,9.94,0.58
france,2024,1.02,9.54,18.1,380.45,71.12,45.43,24.87,10.68,0.57
france,2025,1.74,10.36,17.25,392.07,59.41,46.49,31.82,10.27,0.57
germany,1965,,,,0.117,16.2122,,,,
germany,1966,,,,0.265,17.534,,,,
germany,1967,,,,1.225,16.6523,,,,
germany,1968,,,,1.766,16.899,,,,
germany,1969,,,,4.937,13.7135,,,,
germany,1970,,,,6.494,17.5337,,,,
germany,1971,,,,6.216,13.4552,,,,
germany,1972,,,,9.522,13.2059,,,,
germany,1973,,,,12.106,15.2295,,,,
germany,1974,,,,14.459,17.6381,,,,
germany,1975,,,,24.138,17.0591,,,,
germany,1976,,,,29.533,13.8468,,,,
germany,1977,,,,41.255,17.5822,,,,
germany,1978,,,,43.873,18.3622,,,,
germany,1979,,,,52.064,18.3837,,,,
germany,1980,,,,55.589,19.0691,,,,
germany,1981,,,,65.533,19.9147,,,,
germany,1982,,,,74.426,19.738,,,,
germany,1983,,,,78.063,18.712,,,,
germany,1984,,,,104.317,18.4792,,,,
germany,1985,312.88,9.595,27.985,138.641,17.4006,,,,
germany,1986,315.312,13.643,29.811,130.489,18.572,0.001,,,
germany,1987,308.479,13.811,32.956,141.725,20.343,0.002,,,
germany,1988,310.385,11.794,33.141,156.82,20.0794,0.008,,,
germany,1989,313.104,10.437,38.575,161.671,18.2437,0.026,,,
germany,1990,310.04,24.75,35.9,152.47,17.43,0.07,0,1.6,0
germany,1991,307.67,27.84,36.3,147.23,14.89,0.22,0,1.87,0
germany,1992,295.67,26.57,33,158.8,17.4,0.29,0,2.04,0
germany,1993,293.25,20.87,32.8,153.28,17.88,0.67,0,1.97,0
germany,1994,290.29,20.53,36.1,150.7,19.93,1.43,0,2.07,0
germany,1995,289.14,21.47,41.1,153.09,21.78,1.71,0,2.43,0
germany,1996,295.99,20.11,45.56,160.02,21.96,2.08,0.01,2.5,0
germany,1997,284.34,20.55,48.1,170.33,17.36,3.03,0.01,2.65,0
germany,1998,292.26,19.74,50.74,161.64,17.22,4.59,0.01,3.06,0
germany,1999,281.27,17.49,51.8,170,19.65,5.53,0.02,3.51,0
germany,2000,296.68,18.05,49.2,169.61,21.73,9.35,0,4.33,0
germany,2001,293.74,20.52,55.5,171.3,22.73,10.46,0.1,4.59,0
germany,2002,299.6,18.53,56.3,164.84,23.12,15.86,0.2,5.31,0
germany,2003,304.63,23.08,62.59,165.06,18.32,19.09,0.31,8.95,0
germany,2004,298.77,23.12,62.67,167.07,20.75,26.02,0.56,10.64,0
germany,2005,288.14,26.53,72.19,163.05,19.64,27.77,1.31,14.71,0
germany,2006,288.93,26.71,74.73,167.27,20.03,31.32,2.27,18.94,0
germany,2007,297.1,26.58,77.45,140.53,21.17,40.51,3.14,24.62,0
germany,2008,275.21,25.74,88.48,148.49,20.44,41.38,4.51,28.02,0.02
germany,2009,253.45,23.23,80.27,134.93,19.03,39.42,6.72,30.89,0.02
germany,2010,262.89,26.59,88.76,140.56,20.95,38.55,11.96,33.92,0.03
germany,2011,262.46,24.47,85.67,107.97,17.67,49.86,19.99,36.89,0.02
germany,2012,276.23,24.77,75.95,99.46,21.75,51.68,26.74,43.2,0.03
germany,2013,288.2,25.25,67,97.29,23,52.74,30.62,45.51,0.08
germany,2014,274.41,24.67,60.61,97.13,19.59,58.5,35.45,48.29,0.1
germany,2015,272.2,25.57,61.47,91.79,18.98,80.62,38.08,50.33,0.13
germany,2016,261.75,25.39,80.62,84.63,20.55,79.92,37.56,50.93,0.17
germany,2017,241.26,25.16,86.04,76.32,20.15,105.69,38.76,50.92,0.16
germany,2018,228.16,23.63,81.56,76,17.69,109.95,44.32,50.79,0.18
germany,2019,171.45,22.4,90,75.07,19.73,125.89,45.22,50.13,0.2
germany,2020,134.6,21.28,95,64.38,18.72,132.11,49.5,50.93,0.23
germany,2021,164.65,22.24,90.31,69.13,19.66,114.16,49.34,49.1,0.24
germany,2022,179.93,21.65,79.05,34.71,17.62,124.81,60.3,48.6,0.21
germany,2023,124.78,20.96,76.66,7.22,21.24,140.54,63.87,51.26,0.19
germany,2024,106.33,20.39,78.41,0,23.83,141.6,74.13,51.08,0.22
germany,2025,103.15,18.91,82.67,0,19.56,136.03,89.62,50.53,0
greece,1965,,,,0,0.801,,,,
greece,1966,,,,0,1.73,,,,
greece,1967,,,,0,1.66,,,,
greece,1968,,,,0,1.368,,,,
greece,1969,,,,0,2.055,,,,
greece,1970,,,,0,2.636,,,,
greece,1971,,,,0,2.652,,,,
greece,1972,,,,0,2.677,,,,
greece,1973,,,,0,2.223,,,,
greece,1974,,,,0,2.347,,,,
greece,1975,,,,0,2.015,,,,
greece,1976,,,,0,1.879,,,,
greece,1977,,,,0,1.922,,,,
greece,1978,,,,0,2.988,,,,
greece,1979,,,,0,3.566,,,,
greece,1980,,,,0,3.405,,,,
greece,1981,,,,0,3.407,,,,
greece,1982,,,,0,3.561,,,,
greece,1983,,,,0,2.34,,,,
greece,1984,,,,0,2.862,,,,
greece,1985,,,,0,2.805,,,,
greece,1986,,,,0,3.235,,,,
greece,1987,,,,0,2.78,0.001,,,
greece,1988,,,,0,2.366,0.001,,,
greece,1989,,,,0,1.9,0.001,,,
greece,1990,25.17,7.17,0.09,0,1.77,0,0,0,0
greece,1991,23.7,8.3,0.09,0,3.1,0,0,0,0
greece,1992,26.61,7.86,0.08,0,2.2,0.01,0,0,0
greece,1993,27.79,7.53,0.08,0,2.28,0.05,0,0,0
greece,1994,29.58,7.72,0.08,0,2.6,0.04,0,0,0
greece,1995,28.7,8.6,0.08,0,3.53,0.03,0,0,0
greece,1996,29.3,8.4,0.08,0,4.35,0.04,0,0,0
greece,1997,30.63,7.93,0.33,0,3.88,0.04,0,0,0
greece,1998,32.45,7.75,1.71,0,3.72,0.07,0,0,0
greece,1999,32.38,7.85,3.91,0,4.59,0.16,0,0,0
greece,2000,34.31,8.57,5.92,0,3.69,0.45,0,0,0
greece,2001,35.43,8.04,6.13,0,2.1,0.76,0,0.08,0
greece,2002,34.57,8.15,7.06,0,2.8,0.65,0,0.13,0
greece,2003,35.17,8.2,8.02,0,4.77,1.02,0,0.1,0
greece,2004,35.38,7.94,8.99,0,4.67,1.12,0,0.12,0
greece,2005,35.54,8.61,8.17,0,5.02,1.27,0,0.12,0
greece,2006,32.26,8.87,10.61,0,5.86,1.7,0,0.11,0
greece,2007,34.68,8.97,14.16,0,2.59,1.82,0,0.18,0
greece,2008,33.36,9.27,13.8,0,3.31,2.24,0.01,0.19,0
greece,2009,34.19,6.97,11.02,0,5.35,2.54,0.05,0.22,0
greece,2010,30.8,5.43,9.85,0,7.47,2.71,0.16,0.19,0
greece,2011,31.07,5.16,14.07,0,4.01,3.32,0.61,0.21,0
greece,2012,31.11,5.19,13.48,0,4.39,3.85,1.69,0.2,0
greece,2013,26.4,4.73,10.88,0,6.35,4.14,3.65,0.22,0
greece,2014,25.75,4.9,6.79,0,4.48,3.69,3.79,0.22,0
greece,2015,22.11,5,9.09,0,6.1,4.62,3.9,0.23,0
greece,2016,18.88,5.1,14.97,0,5.54,5.15,3.93,0.27,0
greece,2017,18.76,5.11,17.13,0,3.96,5.54,3.99,0.31,0
greece,2018,17.19,5.19,14.09,0,5.74,6.3,3.79,0.31,0
greece,2019,12.12,5.23,14.5,0,4,7.27,4.43,0.4,0
greece,2020,6.61,4.12,19.23,0,3.34,9.31,4.45,0.45,0
greece,2021,5.32,4.3,22.49,0,5.9,10.48,5.25,0.5,0
greece,2022,5.76,4.32,19.14,0,3.86,10.88,7.14,0.57,0
greece,2023,4.59,3.98,15.98,0,3.82,11.02,8.89,0.65,0
greece,2024,3.27,4.18,21.53,0,3.58,12.55,11.26,0.71,0
greece,2025,2.74,4.18,22.39,0,3.42,11.91,12.92,0.71,0
india,1965,,,,0,19.1669,0,,,
india,1966,,,,0,20.0155,0,,,
india,1967,,,,0,22.3975,0,,,
india,1968,,,,0,25.8491,0,,,
india,1969,,,,0.7248,28.6996,0,,,
india,1970,,,,1.3081,30.4364,0,,,
india,1971,,,,0.9723,33.3841,0,0,,
india,1972,,,,0.9237,32.403,0,0,,
india,1973,,,,1.9534,34.5067,0,0,,
india,1974,,,,1.7987,33.203,0,0,,
india,1975,,,,2.1434,39.6685,0,0,,
india,1976,,,,2.6561,41.4982,0,0,,
india,1977,,,,1.8517,45.2768,0,0,,
india,1978,,,,2.2627,56.175,0,0,,
india,1979,,,,2.3467,54.1686,0,0,,
india,1980,,,,2.4483,55.4414,0,0,,
india,1981,,,,2.466,59.083,0,0,,
india,1982,,,,2.1567,49.8597,0,0,,
india,1983,,,,3.0759,48.0433,0,0,,
india,1984,,,,4.0393,53.6825,0,0,,
india,1985,116.039,11.868,2.158,4.5078,51.813,0,0,,
india,1986,129.902,11.504,3.682,5.0204,52.5688,0,0,,
india,1987,152.8,12.351,4.235,5.321,48.9625,0,0,,
india,1988,164.676,12.333,3.604,6.0767,54.6149,0,0,,
india,1989,184.975,12.805,7.275,4.0217,63.3698,0,0,,
india,1990,191.633,13.312,9.958,6.3949,66.3971,0.0303,0,,
india,1991,214.118,13.444,13.355,5.4138,73.9189,0.1129,0,,
india,1992,229.412,14.811,16.258,6.4037,70.0607,0.0885,0,,
india,1993,252.784,14.208,17.878,6.2269,70.7325,0.0948,0,,
india,1994,264.609,15.747,21.882,4.9453,80.2121,0.1913,0,,
india,1995,296.292,16.826,29.434,7.6146,75.9209,0.4965,0.001,,
india,1996,312.234,19.848,32.024,8.4013,69.0575,0.8784,0.0061,,
india,1997,325.827,20.889,40.179,10.0718,70.211,0.988,0.0061,,
india,1998,336.484,21.038,50.175,11.3711,83.6327,1.079,0.0061,,
india,1999,365.436,24.802,59.009,12.7279,82.2494,1.446,0.0061,,
india,2000,390.23,29.16,55.96,15.77,76.99,1.58,0.01,1.69,0
india,2001,408.29,26.79,55.93,18.89,72.02,2.09,0.01,2.07,0
india,2002,426.7,27.93,62.88,19.35,68.54,2.09,0.01,2.14,0
india,2003,441.47,31.09,72.8,18.14,69.3,2.6,0.02,2.71,0
india,2004,463.01,28.27,76.58,21.26,100.64,5.23,0.02,3.31,0
india,2005,478.48,25.37,75.47,17.73,97.42,5.99,0.02,4.04,0
india,2006,505.46,19.08,74.7,17.63,112.62,9.34,0.01,5.59,0
india,2007,533.27,13.36,90.05,17.83,122.61,11.68,0.06,7.4,0
india,2008,573.12,15.27,85.88,15.23,115.17,14.38,0.06,9.3,0
india,2009,611.11,13.08,104.37,16.82,106.34,16.27,0.08,10.56,0
india,2010,642.97,10.78,118.03,23.08,108.74,19.46,0.11,13.22,0
india,2011,701.25,9.35,117.56,32.22,131.7,23.95,0.83,15.46,0
india,2012,787.13,10.07,96.25,33.14,115.78,27.43,2.1,16.52,0
india,2013,847.97,10.65,66.31,33.31,131.98,30.01,3.43,17.57,0
india,2014,949.93,11.55,64.01,34.69,139,33.45,4.91,21.14,0
india,2015,1006.55,9.26,64.77,38.31,133.48,32.74,7.09,18.36,0
india,2016,1073.6,9.41,72.62,37.9,128.55,43.45,12.2,17.2,0
india,2017,1115.24,8.79,74.99,37.41,135.98,52.63,22.36,14.99,0
india,2018,1198.86,6.4,71.26,39.05,139.92,60.31,37.45,18.4,0
india,2019,1198.76,3.07,71.95,45.16,162.29,63.31,37.45,18.99,0
india,2020,1143.78,3.09,74.79,44.61,163.94,60.43,52.91,19.88,0
india,2021,1255.56,3.39,60.4,43.92,160.57,68.09,65.59,21.2,0
india,2022,1344.42,3.48,46.17,46.19,175.09,70.05,95.92,23.29,0
india,2023,1445.44,3.85,50.8,48.2,149.43,82.11,115.42,23.01,0
india,2024,1517.9,4.09,56.44,54.7,156.53,81.54,143.07,22.25,0
india,2025,1474.15,4.1,48.54,53.83,177.97,103.98,195.99,23.04,0
italy,1965,,,,3.51,42.634,0,0,,
italy,1966,,,,3.863,43.72,0,0,,
italy,1967,,,,3.152,42.34,0,0,,
italy,1968,,,,2.576,42.677,0,0,,
italy,1969,,,,1.679,41.166,0,0,,
italy,1970,,,,3.176,40.373,0,0,,
italy,1971,,,,3.365,39.079,0,0,,
italy,1972,,,,3.626,41.348,0,0,,
italy,1973,,,,3.142,37.523,0,0,,
italy,1974,,,,3.41,37.795,0,0,,
italy,1975,,,,3.8,41.021,0,0,,
italy,1976,,,,3.807,39.176,0,0,,
italy,1977,,,,3.385,51.139,0,0,,
italy,1978,,,,4.428,45.491,0,0,,
italy,1979,,,,2.628,45.947,0,0,,
italy,1980,,,,2.208,45.244,0,0,,
italy,1981,,,,2.707,43.034,0,0,,
italy,1982,,,,6.804,41.461,0,0,,
italy,1983,,,,5.783,41.445,0,0,,
italy,1984,,,,6.887,42.401,0,0,,
italy,1985,30.023,76.174,24.712,7.024,41.092,0,0,,
italy,1986,31.004,77.483,26.871,8.758,41.096,0,0,,
italy,1987,33.035,89.941,31.732,0.174,39.505,0,0,,
italy,1988,33.897,89.702,32.42,0,40.676,0,0,,
italy,1989,31.867,102.784,34.407,0,34.057,0.002,0.002,,
italy,1990,32.05,106.49,39.71,0,31.63,0,0,0.05,3.22
italy,1991,28.5,108.06,36.34,0,42.24,0,0,0.11,3.18
italy,1992,21.36,120.07,35.48,0,42.2,0,0.01,0.1,3.46
italy,1993,16.66,117.9,39.96,0,41.42,0,0.01,0.12,3.67
italy,1994,19.86,119.84,40.8,0,44.66,0.01,0.01,0.15,3.42
italy,1995,24.12,124.79,47,0,37.78,0.01,0.01,0.22,3.44
italy,1996,22.08,120.9,50.19,0,42.04,0.03,0.01,0.38,3.76
italy,1997,20.51,118.51,61.29,0,41.6,0.12,0.01,0.56,3.9
italy,1998,23.31,112.99,70.88,0,41.22,0.23,0.02,0.8,4.21
italy,1999,23.81,97.14,86.98,0,45.37,0.4,0.02,1.13,4.4
italy,2000,26.28,91.43,101.36,0,44.2,0.56,0.02,1.39,4.7
italy,2001,31.73,81.63,104.19,0,46.81,1.18,0.02,1.83,4.51
italy,2002,35.45,94.36,99.41,0,39.52,1.4,0.02,2.71,4.66
italy,2003,38.81,83.3,117.3,0,36.67,1.46,0.02,3.37,5.34
italy,2004,45.52,64.48,129.84,0,42.34,1.84,0.03,4.22,5.44
italy,2005,43.61,53.26,149.33,0,36.07,2.34,0.03,4.67,5.32
italy,2006,44.21,52.62,158.14,0,36.99,2.97,0.04,5.11,5.53
italy,2007,44.11,41.63,172.71,0,32.82,4.03,0.04,5.26,5.57
italy,2008,43.07,37.57,172.77,0,41.62,4.86,0.19,5.97,5.52
italy,2009,39.74,30,147.36,0,49.14,6.54,0.68,7.56,5.34
italy,2010,39.73,27.12,152.81,0,51.12,9.12,1.91,9.44,5.38
italy,2011,44.73,26.09,144.6,0,45.82,9.85,10.8,10.83,5.65
italy,2012,49.14,24.75,129.14,0,41.87,13.41,18.86,12.49,5.59
italy,2013,45.1,20.01,108.91,0,52.77,14.9,21.59,17.08,5.66
italy,2014,43.45,18.74,93.66,0,58.55,15.18,22.31,18.72,5.92
italy,2015,43.2,16.73,110.88,0,45.54,14.84,22.94,19.39,6.18
italy,2016,35.61,16.16,126.17,0,42.43,17.69,22.1,19.5,6.29
italy,2017,32.63,15.21,140.36,0,36.2,17.74,24.38,19.37,6.2
italy,2018,28.47,14.62,128.56,0,48.79,17.72,22.65,19.14,6.11
italy,2019,18.84,13.62,141.7,0,46.32,20.2,23.69,19.55,6.07
italy,2020,13.38,12.83,133.7,0,47.55,18.76,24.94,19.62,6.03
italy,2021,14.02,11.13,144.01,0,45.39,20.93,25.04,19.06,5.91
italy,2022,22.61,15.63,141.47,0,28.4,20.49,28.12,17.61,5.84
italy,2023,13.22,12.79,119.02,0,40.52,23.59,30.71,16.01,5.69
italy,2024,3.95,10.78,118.59,0,53.13,22.22,35.99,17.23,5.67
italy,2025,3.73,6.81,125.05,0,41.7,21.48,44.63,15.61,5.69
japan,1965,,,,0.025,76.07,0,0,,
japan,1966,,,,0.584,79.35,0,0,,
japan,1967,,,,0.629,68.55,0,0,,
japan,1968,,,,1.044,73.45,0,0,,
japan,1969,,,,1.082,75.35,0,0,,
japan,1970,,,,4.581,75.4,0,0,,
japan,1971,,,,8.01,84.2,0,0,,
japan,1972,,,,9.48,85.1,0,0,,
japan,1973,,,,9.707,66.778,0,0,,
japan,1974,,,,19.699,82.68,0,0,,
japan,1975,,,,25.125,83.406,0,0,,
japan,1976,,,,34.079,83.59,0,0,,
japan,1977,,,,31.659,72.968,0,0,,
japan,1978,,,,59.313,70.047,0,0,,
japan,1979,,,,70.393,80.743,0,0,,
japan,1980,,,,82.591,88.292,0,0,,
japan,1981,,,,87.82,87.594,0,0,,
japan,1982,,,,102.43,81.606,0,0,,
japan,1983,,,,114.291,84.273,0,0,,
japan,1984,,,,134.264,71.617,0,0,,
japan,1985,99.3341,183.8602,128.0432,159.578,82.874,0,0,,
japan,1986,98.7743,180.8431,130.8355,165.3697,80.816,0,0,,
japan,1987,107.3332,191.793,135.0383,188.605,74.787,0,0,,
japan,1988,112.1978,213.0489,141.9329,173.8969,90.291,0,0,,
japan,1989,116.8664,231.7963,149.5881,185.8142,91.741,0,0,,
japan,1990,119.2844,287.5378,172.9303,194.5713,86.895,0,0.001,,
japan,1991,125.572,275.4466,184.3441,208.6935,94.416,0,0.001,,
japan,1992,131.9746,282.1415,184.1592,217.0351,80.046,0,0.0105,,
japan,1993,140.2303,238.796,182.324,247.6999,92.58,0.001,0.0225,,
japan,1994,156.8471,281.1169,199.1195,258.248,64.462,0.001,0.029,,
japan,1995,168.6008,248.6747,201.1646,286.8883,78.793,0.001,0.0395,,
japan,1996,178.4443,237.2582,212.9162,296.5012,77.173,0.0019,0.0545,,
japan,1997,188.135,208.9428,219.6773,321.1569,86.44,0.001,0.0963,,
japan,1998,192.2323,192.4044,230.0996,325.9739,89.079,0.0071,0.1432,,
japan,1999,211.6129,193.2381,244.6868,317.2349,83.792,0.0364,0.218,,
japan,2000,238.24,182.78,258.5,319.12,84.47,0.11,0.34,16.11,0
japan,2001,253.91,153.85,256.52,320.54,81.54,0.25,0.5,16.03,0
japan,2002,264.42,172.99,252.76,314.26,80.6,0.41,0.69,16.94,0
japan,2003,292.06,185.22,273.1,230.08,92.47,0.83,0.95,17.88,0
japan,2004,295.39,169.64,257.86,285.87,91.67,1.44,1.27,18.05,0
japan,2005,319.2,184.95,253.09,293.04,77.56,1.91,1.63,21.69,0
japan,2006,311.34,154.21,280.04,304.29,88.81,2.13,2,21.53,0
japan,2007,317.31,185.18,296.85,279.01,74.51,2.74,2.31,22.2,0
japan,2008,333.7,171.45,324.83,251.74,75.16,2.94,2.59,21.29,0
japan,2009,312.08,105.29,324.72,274.65,70.47,3.43,3.05,20.33,0
japan,2010,316.85,102.5,326.09,292.36,88.5,3.93,3.98,21.83,0
japan,2011,285.07,162.87,379.83,162.93,82.49,4.46,5.44,21.11,0
japan,2012,334.3,207.77,435.49,17.99,77.1,4.73,7.37,22.13,0
japan,2013,362.55,166.48,423.58,14.6,79.33,5.13,12.91,23.18,0
japan,2014,355.6,122.34,450.88,0,81.71,5.01,23.55,23.63,0
japan,2015,349.64,104.44,417.5,4.52,85.77,5.22,34.54,28.49,0
japan,2016,338.59,97.23,458.43,17.68,79.43,5.34,43.33,23.67,0
japan,2017,363.47,56.89,464.13,29.07,79.24,6.22,54.04,23.8,0
japan,2018,360.66,52.21,445.61,49.11,81,7.37,61.22,25.75,0
japan,2019,350.77,37.63,416.95,65.64,73.92,7.46,67.43,27.6,0
japan,2020,340.25,25.31,409.44,43,78.33,8.41,75.92,30.37,0
japan,2021,348.26,31.27,385.78,61.22,79.63,9.54,84.18,34.79,0
japan,2022,350.99,45.78,378.84,51.77,74.87,9.42,91.07,37.83,0
japan,2023,326.93,32.5,346.98,77.46,74.53,9.96,96.36,42.01,0
japan,2024,327.13,25,346.24,84.91,79.45,11.54,96.7,45.42,0
japan,2025,330.08,25.39,337.57,94.09,73.9,12.85,101.06,54.92,0
nether,1968,,,,0.028,0,0,0,,
nether,1969,,,,0.315,0,0,0,,
nether,1970,,,,0.368,0,0,0,,
nether,1971,,,,0.405,0,0,0,,
nether,1972,,,,0.326,0,0,0,,
nether,1973,,,,1.108,0,0,0,,
nether,1974,,,,3.277,0,0,0,,
nether,1975,,,,3.335,0,0,0,,
nether,1976,,,,3.872,0,0,0,,
nether,1977,,,,3.71,0,0,0,,
nether,1978,,,,4.06,0,0,0,,
nether,1979,,,,3.489,0,0,0,,
nether,1980,,,,4.2,0,0,0,,
nether,1981,,,,3.658,0,0,0,,
nether,1982,,,,3.897,0,0,0,,
nether,1983,,,,3.589,0,0,0,,
nether,1984,,,,3.711,0,0,0,,
nether,1985,14.833,3.258,38.213,3.899,0.003,0,0,,
nether,1986,15.138,3.456,41.502,4.216,0.003,0.001,0,,
nether,1987,16.948,3.659,41.292,3.556,0.001,0.002,0,,
nether,1988,22.255,3.796,36.428,3.675,0.002,0.016,0,,
nether,1989,22.156,3.307,39.93,4.019,0.037,0.023,0,,
nether,1990,25.01,4.84,36.53,3.5,0.09,0.06,0,0.67,0
nether,1991,22.66,5.29,41.01,3.33,0.1,0.09,0,0.74,0
nether,1992,22.63,4.95,43.46,3.8,0.12,0.15,0,0.73,0
nether,1993,21.41,5.3,44.12,3.95,0.09,0.17,0,0.84,0
nether,1994,24.11,5.38,43.54,3.97,0.1,0.24,0,0.92,0
nether,1995,27.4,4.94,42.01,4.02,0.09,0.32,0,1,0
nether,1996,25.82,5.19,47.08,4.16,0.08,0.44,0,1.3,0
nether,1997,24.44,5.58,50.66,2.41,0.09,0.47,0,1.45,0
nether,1998,26.43,5.77,51.06,3.81,0.11,0.64,0,1.57,0
nether,1999,21.92,5.75,51.15,3.83,0.09,0.64,0.01,1.77,0
nether,2000,24.28,5.36,51.52,3.93,0.14,0.83,0.01,1.99,0
nether,2001,25.48,5.6,53.77,3.98,0.12,0.83,0.01,2.35,0
nether,2002,25.99,5.48,55.28,3.91,0.11,0.95,0.02,2.9,0
nether,2003,26.57,5.9,55.02,4.02,0.07,1.32,0.03,2.54,0
nether,2004,24.95,5.76,59.99,3.82,0.09,1.87,0.03,3.31,0
nether,2005,23.5,5.97,57.6,4,0.09,2.07,0.04,5.26,0
nether,2006,23.74,5.11,57.14,3.47,0.11,2.74,0.04,5.17,0
nether,2007,24.92,5.96,61.01,4.2,0.11,3.44,0.04,4,0
nether,2008,23.48,5.67,63.36,4.17,0.1,4.26,0.04,5.13,0
nether,2009,24.28,4.12,68.87,4.25,0.1,4.58,0.04,6.11,0
nether,2010,22.59,5.02,75.33,3.97,0.1,3.99,0.06,7.04,0
nether,2011,21.39,5.32,69.47,4.14,0.06,5.1,0.1,7.06,0
nether,2012,24.21,5.12,56.56,3.91,0.1,4.98,0.19,7.2,0
nether,2013,24.61,4.89,56.07,2.89,0.11,5.63,0.41,5.95,0
nether,2014,29.49,5.35,51.52,4.09,0.11,5.8,0.73,5.01,0
nether,2015,39.39,6.02,45.81,4.08,0.09,7.55,1.11,4.94,0
nether,2016,36.82,5.87,52.53,3.96,0.1,8.17,1.6,4.91,0
nether,2017,31.38,6.1,57.73,3.4,0.06,10.57,2.2,4.6,0
nether,2018,27.58,5.5,57.63,3.51,0.07,10.55,3.71,4.55,0
nether,2019,17.69,4.93,70.72,3.91,0.07,11.51,5.4,5.82,0
nether,2020,7.62,5,72.52,4.09,0.05,15.27,8.57,8.84,0
nether,2021,14.6,5.33,56.69,3.83,0.09,18.13,11.3,10.92,0
nether,2022,14.8,5.16,47.74,4.16,0.05,21.57,16.66,9.82,0
nether,2023,8.71,4.33,46.09,3.99,0.07,29.52,19.61,7.64,0
nether,2024,7.47,4.93,44.29,3.57,0.09,33.48,21.82,6.68,0
nether,2025,9.55,5.23,47.09,3.99,0.05,33.7,28.5,6.85,0
norway,1965,,,,0,49.452,0,0,,
norway,1966,,,,0,48.744,0,0,,
norway,1967,,,,0,53.301,0,0,,
norway,1968,,,,0,60.205,0,0,,
norway,1969,,,,0,57.371,0,0,,
norway,1970,,,,0,57.808,0,0,,
norway,1971,,,,0,63.245,0,0,,
norway,1972,,,,0,67.417,0,0,,
norway,1973,,,,0,72.867,0,0,,
norway,1974,,,,0,76.597,0,0,,
norway,1975,,,,0,77.33,0,0,,
norway,1976,,,,0,81.933,0,0,,
norway,1977,,,,0,72.022,0,0,,
norway,1978,,,,0,80.706,0,0,,
norway,1979,,,,0,88.698,0,0,,
norway,1980,,,,0,83.613,0,0,,
norway,1981,,,,0,92.834,0,0,,
norway,1982,,,,0,92.499,0,0,,
norway,1983,,,,0,105.688,0,0,,
norway,1984,,,,0,105.903,0,0,,
norway,1985,,,,0,102.383,0,0,,
norway,1986,,,,0,96.201,0,0,,
norway,1987,,,,0,103.273,0,0,,
norway,1988,,,,0,108.857,0,0,,
norway,1989,,,,0,118.4,0,0,,
norway,1990,0.04,0.21,0,0,121.14,0,0,0.21,0
norway,1991,0.05,0.17,0,0,110.13,0,0,0.21,0
norway,1992,0.05,0.16,0,0,116.67,0,0,0.23,0
norway,1993,0.05,0.18,0.01,0,119.23,0.01,0,0.24,0
norway,1994,0.06,0.19,0.15,0,111.64,0.01,0,0.27,0
norway,1995,0.06,0.17,0.19,0,121.53,0.01,0,0.29,0
norway,1996,0.05,0.19,0.28,0,103.86,0.01,0,0.3,0
norway,1997,0.04,0.19,0.24,0,109.78,0.01,0,0.24,0
norway,1998,0.04,0.18,0.22,0,115.7,0.01,0,0.27,0
norway,1999,0.04,0.22,0.28,0,121.45,0.03,0,0.27,0
norway,2000,0.04,0.16,0.21,0,141.82,0.03,0,0.26,0
norway,2001,0.04,0.3,0.24,0,120.46,0.03,0,0.25,0
norway,2002,0.04,0.3,0.2,0,129.37,0.08,0,0.25,0
norway,2003,0.04,0.3,0.3,0,105.48,0.22,0,0.33,0
norway,2004,0.04,0.3,0.37,0,108.78,0.25,0,0.36,0
norway,2005,0.04,0.31,0.38,0,135.69,0.5,0,0.33,0
norway,2006,0.04,0.31,0.47,0,119.37,0.64,0,0.39,0
norway,2007,0.04,0.37,0.76,0,133.66,0.89,0,0.39,0
norway,2008,0.04,0.36,0.44,0,139.04,0.91,0,0.4,0
norway,2009,0.04,0.22,4.23,0,125.28,0.97,0,0.23,0
norway,2010,0.04,0.34,4.8,0,116.74,0.87,0,0.35,0
norway,2011,0.04,0.27,3.71,0,120.28,1.29,0,0.34,0
norway,2012,0.04,0.31,2.24,0,141.72,1.54,0,0.33,0
norway,2013,0.04,0.61,2.07,0,128.14,1.88,0,0.4,0
norway,2014,0.04,0.68,2.22,0,135.47,2.22,0,0.25,0
norway,2015,0.04,0.69,2.2,0,137.3,2.52,0,0.25,0
